,μ04779,μυσαχνός,a,aps---mn1-,μυσαχνός μυσαχνή μυσαχνόν,,,,,0
66527,ν00237,ναυτία,n,n-s---fn1l,ναυτίας,,,,,0
66529,ν00239,ναυτιάω,v,----------,,,,,,0
66530,ν00240,ναυτιεύς,n,----------,,,,,,0
66531,ν00241,ναυτικός,a,aps---mn1-,ναυτικός ναυτική ναυτικόν,,,,,0
66532,ν00242,ναυτιλέῳ,n,----------,,,,,,0
66533,ν00243,ναυτιλία,n,n-s---fn1l,ναυτιλίας,,,,,0
66534,ν00244,ναυτίλλομαι,v,----------,,,,,,0
66537,ν00247,ναυτίς,n,n-s---fn3d,ναυτίδος,,,,,0
66487,ν00201,ναύπλιος,n,n-s---mn2-,ναυπλίου,,,,,0
66540,ν00250,ναυτοκράτωρ,n,----------,,,,,,0
66541,ν00251,ναυτολογέω,v,----------,,,,,,0
66542,ν00252,ναυτολόγος,a,aps---cn2-,ναυτολόγος ναυτολόγος ναυτολόγον,,,,,0
66543,ν00253,ναυτοπαίδιον,n,n-s---nn2-,ναυτοπαιδίου,,,,,0
66544,ν00254,ναύτρια,n,n-s---fn1s,ναύτριας,,,,,0
66546,ν00256,ναύφαρκτος,n,----------,,,,,,0
66547,ν00257,ναυφθορία,n,n-s---fn1l,ναυφθορίας,,,,,0
66549,ν00259,ναύφρακτος,n,----------,,,,,,0
66550,ν00260,ναυφυλακέω,v,----------,,,,,,0
66551,ν00261,ναυφύλαξ,n,----------,,,,,,0
66552,ν00262,ναύω,v,----------,,,,,,0
66553,ν00263,νάφθα,n,n-s---fn1s,,,,,,0
66554,ν00264,ναφρόν,n,----------,,,,,,0
66555,ν00265,νάω,v,----------,,,,/nǎː.ɔː/,,0
66556,ν00266,ναώριον,n,----------,,,,,,0
66557,ν00268,νέα,a,aps---an--,,,,,,0
66559,ν00270,νεαγενής,n,----------,,,,,,0
66560,ν00271,νεάζω,v,----------,,,,,,0
66561,ν00273,νέαιρα,n,----------,,,,,,0
66562,,Νέαιρα,n,n-s---fn1s,Νέαιρας,,,,,0
66563,ν00274,νεαίρετος,a,aps---cn2-,νεαίρετος νεαίρετος νεαίρετον,,,,,0
66564,ν00275,νεάκης,n,----------,,,,,,0
66565,ν00276,νεακόνητος,a,aps---cn2-,νεακόνητος νεακόνητος νεακόνητον,,,,,0
66566,ν00277,νεαλδής,a,aps---cn5s,νεαλδής νεαλδής νεαλδές,,,,,0
66567,ν00278,νεάλεστος,a,aps---cn2-,νεάλεστος νεάλεστος νεάλεστον,,,,,0
66568,ν00279,νεαλής,a,aps---cn5s,νεαλής νεαλής νεαλές,,,,,0
66570,ν00281,νεάματα,n,n-p---nn2-,νεαμάτων,,,,,0
66572,ν00283,νεαμέρα,n,n-s---fn1l,νεαμέρας,,,,,0
66573,ν00284,νεάν,n,----------,,,,,,0
66574,ν00285,νέανδρος,a,aps---cn2-,νέανδρος νέανδρος νέανδρον,,,,,0
66575,ν00286,νεανεία,n,n-s---fn1l,νεανείας,,,,,0
66576,ν00287,νεανθής,a,aps---cn5s,νεανθής νεανθής νεανθές,,,,,0
66577,ν00288,νεανίας,n,n-s---mn1a,νεανίου,,,/ne.aː.ní.aːs/,,0
66578,ν00289,νεανιεία,n,n-s---fn1l,νεανιείας,,,,,0
66579,ν00290,νεανίευμα,n,n-s---nn3t,νεανιεύματος,,,,,0
66580,ν00291,νεανιεύομαι,v,----------,,,,,,0
66581,ν00292,νεανίζω,v,----------,,,,,,0
66583,ν00294,νεανικός,a,aps---mn1-,νεανικός νεανική νεανικόν,,,,,0
66584,ν00295,νεανικότης,n,n-s---fn3t,νεανικότητος,,,,,0
66585,ν00499,νεᾶνις,n,n-s---fn3d,νεάνιδος,,,,,0
66586,ν00296,νεανισκάριον,n,n-s---nn2-,νεανισκαρίου,,,,,0
66587,ν00297,νεανισκαρχέω,v,----------,,,,,,0
66589,ν00299,νεανισκεύματα,n,n-p---nn2-,νεανισκευμάτων,,,,,0
66590,ν00300,νεανισκεύομαι,v,----------,,,,,,0
66591,ν00301,νεάνισκος,n,n-s---mn2-,νεανίσκου,,,,,0
66539,ν00249,ναυτοδίκαι,n,----------,,,,,,0
66596,,Νεάπολις,n,n-s---fn3-,Νεαπόλεως,,,/ne.ǎː.po.lis/,,0
66597,ν00308,νεαροηχής,a,aps---cn5s,νεαροηχής νεαροηχής νεαροηχές,,,,,0
66598,ν00309,νεαρόπαστος,a,aps---cn2-,νεαρόπαστος νεαρόπαστος νεαρόπαστον,,,,,0
66599,ν00310,νεαροποιέω,v,----------,,,,,,0
66601,ν00312,νεαρός,a,aps---mn1-,νεαρός νεαρά νεαρόν,,,/ne.a.rós/,,0
66602,ν00313,νεαροφόρος,a,aps---cn2-,νεαροφόρος νεαροφόρος νεαροφόρον,,,,,0
66603,ν00307,νεαρῳδός,a,aps---cn2-,νεαρῳδός νεαρῳδός νεαρῳδόν,,,,,0
66604,ν00314,νεάρωσις,n,n-s---fn3v,νεαρωσέως,,,,,0
66605,ν00315,νέας,n,----------,,,,,,0
66606,ν00316,νεάς,n,----------,,,,,,0
66607,ν00317,νεάσιμος,a,aps---cn2-,νεάσιμος νεάσιμος νεάσιμον,,,,,0
66608,ν00318,νέασις,n,n-s---fn3v,νεασέως,,,,,0
66609,ν00319,νεασμός,n,----------,,,,,,0
66611,ν00321,νεάτη,n,n-s---fn1e,νεάτης,,,,,0
66612,ν00323,νέατος,a,----------,,,,,,0
66613,ν00322,νέατος,a,aps---mn1-,νέατος νεάτη νέατον,,,,,0
66614,ν00324,νεατός,n,----------,,,,,,0
66615,ν00325,νεαύξητος,a,aps---cn2-,νεαύξητος νεαύξητος νεαύξητον,,,,,0
66616,ν00326,νεάω,v,----------,,,,,,0
66617,ν00327,νεβλάραι,n,----------,,,,,,0
66618,ν00329,νέβραξ,n,n-s---mn3e,νέβρακος,,,,,0
66620,ν00328,νεβρῆ,n,----------,,,,,,0
66621,ν00331,νεβρίας,n,n-s---mn1a,νεβρίου,,,,,0
66622,ν00332,νεβρίδιον,n,n-s---nn2-,νεβριδίου,,,,,0
66624,ν00334,νεβριδόστολος,a,aps---cn2-,νεβριδόστολος νεβριδόστολος νεβριδόστολον,,,,,0
66625,ν00335,νεβρίζω,v,----------,,,,,,0
66626,ν00336,νέβρινος,a,aps---mn1-,νέβρινος νεβρίνη νέβρινον,,,,,0
66627,ν00337,νεβρίς,n,n-s---fn3d,νεβρῖδος,,,,,0
66628,ν00338,νεβρισμός,n,----------,,,,,,0
66629,ν00339,νεβρίτης,n,n-s---cn1e,νεβρίτου,,,,,0
66630,ν00340,νεβρόγονος,n,----------,,,,,,0
66631,ν00341,νεβρόομαι,v,----------,,,,,,0
66632,ν00342,νεβρός,n,n-s---mn2-,,,,,,0
66633,ν00343,νεβροτόκος,a,aps---cn2-,νεβροτόκος νεβροτόκος νεβροτόκον,,,,,0
66634,ν00344,νεβροφανής,a,aps---cn5s,νεβροφανής νεβροφανής νεβροφανές,,,,,0
66636,ν00346,νεβροχίτων,n,n-s---mn3n,νεβροχίτωνος,,,,,0
66638,ν00690,νεϝόστατος,n,----------,,,,,,0
66639,ν00348,νέη,n,n-s---fn1e,νέης,,,,,0
66640,ν00349,νέηαι,n,----------,,,,,,0
66641,ν00350,νεηγενής,a,aps---cn5s,νεηγενής νεηγενής νεηγενές,,,,,0
66642,ν00351,νεηθαλής,a,aps---cn5s,νεηθαλής νεηθαλής νεηθαλές,,,,,0
66643,ν00352,νεήκης,a,aps---cn3s,νεήκης νεήκης νεή͂κες,,,,,0
66644,ν00353,νεηκονής,a,aps---cn5s,νεηκονής νεηκονής νεηκονές,,,,,0
66645,ν00354,νεηλαίη,n,n-s---fn1e,νεηλαίης,,,,,0
66594,ν00305,νέαξ,n,n-s---mn3e,νέακος,,,,,0
66649,ν00358,νέηλυς,n,----------,,,,,,0
66651,ν00360,νεηνίης,n,n-s---mn1e,,,,/ne.ɛː.ní.ɛːs/,,0
66652,ν00361,νεήτομος,a,aps---cn2-,νεήτομος νεήτομος νεήτομον,,,,,0
66653,ν00362,νεήφατος,a,aps---cn2-,νεήφατος νεήφατος νεήφατον,,,,,0
66654,ν00363,νεί,r,----------,,,,,,0
66655,ν00272,νεῖαι,n,----------,,,,,,0
66656,ν00364,νείαιρα,v,----------,,,,,,0
66657,ν00365,νειάτιος,a,aps---mn1-,νειάτιος νειατίη νειάτιον,,,,,0
66658,ν00366,νείατος,n,----------,,,,,,0
66659,ν00367,νεικείω,v,----------,,,,,,0
66660,ν00368,νεικεστήρ,n,n-s---mn3r,νεικεστῆρος,,,,,0
66661,ν00369,νεικέω,v,----------,,,,,,0
66662,ν00370,νείκη,n,n-s---fn1e,νείκης,,,,,0
66664,ν00383,νεῖκος,n,n-s---nn3v,νεῖκεος,,,/nêː.kos/,,0
66665,,Νειλαιεύς,n,n-s---mn3v,Νειλαιέως,,,,,0
66667,,Νειλεῖον,n,n-s---nn2-,Νειλείου,,,,,0
66668,,Νειλοβροχέω,v,----------,,,,,,0
66670,,Νειλογενής,a,aps---cn5s,Νειλογενής Νειλογενής Νειλογενές,,,,,0
66671,,Νειλοθερής,a,aps---cn5s,Νειλοθερής Νειλοθερής Νειλοθερές,,,,,0
66672,,Νειλοκαλάμη,n,n-s---fn1e,Νειλοκαλάμης,,,,,0
66673,,Νειλομέτριον,n,n-s---nn2-,Νειλομετρίου,,,,,0
66674,,Νειλόρυτος,a,aps---cn2-,Νειλόρυτος Νειλόρυτος Νειλόρυτον,,,,,0
66675,,Νεῖλος,n,n-s---mn2-,Νείλου,,,/nêː.los/,,0
66676,,Νειλοσκοπεῖον,n,n-s---nn2-,Νειλοσκοπείου,,,,,0
66677,,Νειλωί̈ς,a,----------,,,,,,0
66678,,Νειλῷος,a,aps---mn1-,Νειλῷος Νειλῷα Νειλῷον,,,,,0
66679,,Νειλώτης,n,n-s---mn1e,Νειλώτου,,,,,0
66680,ν00477,νεῖμεν,n,----------,,,,,,0
66682,ν00373,νειόθι,r,----------,,,,,,0
66683,ν00374,νειοκόρος,n,n-s---cn2-,νειοκόρου,,,,,0
66684,ν00375,νειοποιέω,v,----------,,,,,,0
66685,ν00376,νειός,n,n-s---mn2-,,,,,,0
66686,ν00658,νεῖος,a,aps---mn1-,νεῖος νείη νεῖον,,,,,0
66687,ν00657,νεῖος,n,----------,,,,,,0
66688,ν00377,νειοτομεύς,n,n-s---mn3v,νειοτομέως,,,,,0
66689,ν00379,νειρός,a,----------,,,,,,0
66691,ν00380,νείσσομαι,v,----------,,,,,,0
66692,ν00381,νείφω,v,----------,,,,,,0
66693,ν00382,νεκάς,n,n-s---fn3d,νεκάδος,,,/ne.kás/,,0
66694,ν00384,νεκράγγελος,n,n-s---mn2-,νεκραγγέλου,,,/ne.kráŋ.ɡe.los/,,0
66695,ν00385,νεκραγωγέω,v,----------,,,,/ne.kra.ɡɔː.ɡé.ɔː/,,0
66697,ν00387,νεκρακαδήμεια,n,n-s---fn1s,νεκρακαδήμειας,,,,,0
66698,ν00388,νεκρεπάρτης,n,n-s---mn1e,νεκρεπάρτου,,,,,0
66699,ν00389,νεκρηγός,a,aps---cn2-,νεκρηγός νεκρηγός νεκρηγόν,,,,,0
66700,ν00390,νεκρία,n,n-s---fn1l,νεκρίας,,,,,0
66648,ν00357,νεηλιφής,a,aps---cn5s,νεηλιφής νεηλιφής νεηλιφές,,,,,0
66704,ν00394,νεκροβαρής,a,aps---cn5s,νεκροβαρής νεκροβαρής νεκροβαρές,,,,,0
66705,ν00395,νεκροβαστάξ,n,----------,,,,,,0
66706,ν00396,νεκροβόρος,a,aps---cn2-,νεκροβόρος νεκροβόρος νεκροβόρον,,,,,0
66707,ν00397,νεκροδέγμων,a,aps---cn3n,νεκροδέγμων νεκροδέγμων νεκροδέγμον,,,,,0
66709,ν00399,νεκροδόκος,a,aps---cn2-,νεκροδόκος νεκροδόκος νεκροδόκον,,,,,0
66710,ν00400,νεκροδότης,n,n-s---mn1e,νεκροδότου,,,,,0
66711,ν00401,νεκροδοχεῖον,n,n-s---nn2-,νεκροδοχείου,,,,,0
66712,ν00402,νεκροδόχος,a,aps---cn2-,νεκροδόχος νεκροδόχος νεκροδόχον,,,,,0
66713,ν00403,νεκροθάπτης,n,n-s---mn1e,νεκροθάπτου,,,,,0
66714,ν00404,νεκροθήκη,n,n-s---fn1e,νεκροθήκης,,,,,0
66715,ν00405,νεκροκαύστης,n,n-s---mn1e,νεκροκαύστου,,,,,0
66716,ν00406,νεκροκομίζω,v,----------,,,,,,0
66717,ν00407,νεκροκορίνθια,n,n-p---nn2-,νεκροκορινθίων,,,,,0
66719,ν00409,νεκρομαντεία,n,n-s---fn1l,νεκρομαντείας,,,,,0
66720,ν00410,νεκρομαντεῖον,n,n-s---nn2-,νεκρομαντείου,,,,,0
66721,ν00411,νεκρόμαντις,n,n-s---mn3v,νεκρομάντεως,,,/ne.kró.man.tis/,,0
66722,ν00412,νεκρονώμης,n,n-s---mn1e,νεκρονώμου,,,,,0
66723,ν00413,νεκροπέρνας,n,n-s---mn1a,νεκροπέρνου,,,,,0
66724,ν00414,νεκροποιός,a,aps---cn2-,νεκροποιός νεκροποιός νεκροποιόν,,,,,0
66725,ν00415,νεκρόπολις,n,n-s---fn3v,νεκροπολέως,,,,,0
66727,ν00417,νεκρορύκτης,n,n-s---mn1e,νεκρορύκτου,,,,,0
66728,ν00419,νεκρός,a,aps---mn1-,νεκρός νεκρά νεκρόν,,,/ne.krós/,,0
66729,ν00420,νεκροστολέω,v,----------,,,,,,0
66730,ν00421,νεκροστόλος,a,aps---cn2-,νεκροστόλος νεκροστόλος νεκροστόλον,,,,,0
66731,ν00422,νεκροσυλία,n,n-s---fn1l,νεκροσυλίας,,,,,0
66732,ν00423,νεκρόταγος,n,n-s---mn2-,νεκροτάγου,,,,,0
66733,ν00424,νεκροταφέω,v,----------,,,,,,0
66734,ν00425,νεκροτάφη,n,n-s---fn1e,νεκροτάφης,,,,,0
66736,ν00427,νεκροταφίς,n,n-s---fn3d,νεκροταφίδος,,,,,0
66738,ν00429,νεκροφαγέω,v,----------,,,,,,0
66739,ν00430,νεκροφάγος,a,aps---cn2-,νεκροφάγος νεκροφάγος νεκροφάγον,,,,,0
66740,ν00431,νεκροφορέω,v,----------,,,,,,0
66741,ν00432,νεκροφόριον,n,n-s---nn2-,νεκροφορίου,,,,,0
66743,ν00434,νεκροφύλαξ,n,n-s---mn3e,νεκροφύλακος,,,,,0
66744,ν00435,νεκρόχρως,n,----------,,,,,,0
66745,ν00436,νεκρόψυχος,a,aps---cn2-,νεκρόψυχος νεκρόψυχος νεκρόψυχον,,,,,0
66746,ν00437,νεκρόω,v,----------,,,,,,0
66747,ν00438,νεκρώδης,a,aps---cn3s,νεκρώδης νεκρώδης νεκρώ͂δες,,,,,0
66748,ν00439,νέκρωμα,n,n-s---nn3t,νεκρώματος,,,,,0
66703,ν00393,νεκροάρτης,n,n-s---mn1e,νεκροάρτου,,,,,0
66752,ν00443,νεκρωτικός,a,aps---mn1-,νεκρωτικός νεκρωτική νεκρωτικόν,,,,,0
66753,ν00444,νέκταρ,n,n-s---nn3r,νέκταρος,,,/nék.tar/,,0
66754,ν00445,νεκτάρεος,a,----------,,,,,,0
66755,ν00446,νεκτάριον,n,n-s---nn2-,νεκταρίου,,,,,0
66756,ν00447,νεκταρίτης,a,----------,,,,,,0
66758,ν00449,νεκταροσταγής,a,aps---cn5s,νεκταροσταγής νεκταροσταγής νεκταροσταγές,,,,,0
66759,ν00450,νεκταρώδης,a,aps---cn3s,νεκταρώδης νεκταρώδης νεκταρώ͂δες,,,,,0
66760,ν00451,νεκυαγωγή,n,n-s---fn1e,νεκυαγωγῆς,,,,,0
66761,ν00452,νεκυαγωγός,a,aps---cn2-,νεκυαγωγός νεκυαγωγός νεκυαγωγόν,,,,,0
66762,ν00453,νεκυάμβατος,a,aps---cn2-,νεκυάμβατος νεκυάμβατος νεκυάμβατον,,,,,0
66763,ν00454,νεκυδαίμων,n,n-s---mn3n,νεκυδαίμονος,,,,,0
66764,ν00455,νεκύδαλος,n,n-s---mn2-,νεκυδάλου,,,/ne.ký.da.los/,,0
66766,ν00457,νεκυηδόν,r,----------,,,,,,0
66768,ν00459,νέκυια,n,n-s---fn1s,νέκυιας,,,,,0
66769,ν00460,νεκυϊκός,a,aps---mn1-,νεκυϊκός νεκυϊκή νεκυϊκόν,,,/ne.ky.i.kós/,,0
66770,ν00461,νεκυϊσμός,n,n-s---mn2-,νεκυϊσμοῦ,,,/ne.ky.iz.mós/,,0
66771,ν00462,νεκυοδαίμων,n,n-s---mn3n,νεκυοδαίμονος,,,,,0
66772,ν00463,νεκυομαντεία,n,n-s---fn1l,νεκυομαντείας,,,,,0
66773,ν00464,νεκυομαντεῖον,n,n-s---nn2-,νεκυομαντείου,,,,,0
66775,ν00466,νεκυόμαντις,n,----------,,,,,,0
66776,ν00467,νεκυοπομπός,n,----------,,,,,,0
66777,ν00468,νεκυοστόλος,a,aps---cn2-,νεκυοστόλος νεκυοστόλος νεκυοστόλον,,,,,0
66778,ν00470,νέκυς,n,n-s---mn3s,νέκυος,,,/né.kyːs/,,0
66779,ν00471,νεκύσια,n,n-p---nn2-,νεκυσίων,,,,,0
66780,,Νεκύσιος,n,n-s---mn2-,Νεκυσίου,,,/ne.ký.si.os/,,0
66781,ν00472,νεκυσσόος,a,aps---cn2-,νεκυσσόος νεκυσσόος νεκυσσόον,,,,,0
66782,ν00473,νεκυώριον,n,n-s---nn2-,νεκυωρίου,,,,,0
66783,,Νεμέα,n,n-s---fn1l,Νεμέας,,,/ne.mé.aː/,,0
66784,ν00476,νεμέθω,v,----------,,,,,,0
66785,,Νεμεονίκης,n,n-s---mn1e,Νεμεονίκου,,,,,0
66786,ν00478,νεμεσάω,v,----------,,,,,,0
66787,,Νεμέσεια,n,----------,,,,,,0
66788,,Νεμεσεῖον,n,n-s---nn2-,Νεμεσείου,,,,,0
66791,,Νεμέσια,n,n-p---nn2-,Νεμεσίων,,,,,0
66792,ν00481,νεμεσίζομαι,v,----------,,,,,,0
66793,ν00482,νεμέσιον,n,n-s---nn2-,νεμεσίου,,,,,0
66794,,Νεμέσιον,n,n-s---nn2-,Νεμεσίου,,,,,0
66795,ν00483,νέμεσις,n,n-s---fn3v,νεμέσεως,,,,,0
66796,ν00484,νεμεσίτης,n,n-s---mn1e,νεμεσίτου,,,,,0
66797,ν00485,νεμέτωρ,n,n-s---mn3r,νεμέτορος,,,,,0
66798,ν00486,νεμήϊος,n,n-s---mn2-,νεμηΐου,,,,,0
66799,ν00487,νέμησις,n,n-s---fn3v,νεμησέως,,,,,0
66800,ν00488,νεμητέον,a,----------,,,,,,0
66751,ν00442,νέκρωσις,n,n-s---fn3v,νεκρωσέως,,,,,0
66803,ν00491,νεμήτρια,n,n-s---fn1s,νεμήτριας,,,,,0
66804,ν00492,νεμονηί̈α,n,n-s---fn1l,νεμονηί̈ας,,,,,0
66805,ν00493,νέμος,n,n-s---nn3v,νέμεος,,,/né.mos/,,0
66806,ν00494,νέμω,v,v1spia--1-,,,,/né.mɔː/,,0
66807,ν00495,νένασμαι,v,----------,,,,,,0
66808,ν00496,νενηφότως,r,----------,,,,,,0
66810,ν00498,νένιπται,n,----------,,,,,,0
66811,ν00500,νέννος,n,n-s---mn2-,νέννου,,,,,0
66812,ν00501,νενομισμένως,r,----------,,,,,,0
66813,ν00502,νένωμαι,v,----------,,,,,,0
66815,ν00504,νεοαλής,a,aps---cn5s,νεοαλής νεοαλής νεοαλές,,,,,0
66816,ν00505,νεοάλωτος,a,aps---cn2-,νεοάλωτος νεοάλωτος νεοάλωτον,,,,,0
66817,ν00506,νεοαρδής,a,aps---cn5s,νεοαρδής νεοαρδής νεοαρδές,,,,,0
66818,ν00507,νεοαυξής,a,aps---cn5s,νεοαυξής νεοαυξής νεοαυξές,,,,,0
66819,ν00508,νεόβδαλτος,a,aps---cn2-,νεόβδαλτος νεόβδαλτος νεόβδαλτον,,,,,0
66821,ν00510,νεόβλαστος,a,aps---cn2-,νεόβλαστος νεόβλαστος νεόβλαστον,,,,,0
66822,ν00511,νεόβορος,a,aps---cn2-,νεόβορος νεόβορος νεόβορον,,,,,0
66823,ν00512,νεοβρώς,n,n-s---cn3d,νεοβρῶτος,,,,,0
66824,ν00513,νεογάλαξ,n,----------,,,,,,0
66825,ν00514,νεογαμής,a,aps---cn5s,νεογαμής νεογαμής νεογαμές,,,,,0
66826,ν00515,νεογαμητή,n,n-s---fn1e,νεογαμητῆς,,,,,0
66827,ν00516,νεόγαμος,a,aps---cn2-,νεόγαμος νεόγαμος νεόγαμον,,,,,0
66829,ν00518,νεογέννητος,a,aps---cn2-,νεογέννητος νεογέννητος νεογέννητον,,,,,0
66830,ν00519,νεογηλής,a,aps---cn5s,νεογηλής νεογηλής νεογηλές,,,,,0
66832,ν00521,νεογλαγής,a,aps---cn5s,νεογλαγής νεογλαγής νεογλαγές,,,,,0
66833,ν00522,νεογλυφής,a,aps---cn5s,νεογλυφής νεογλυφής νεογλυφές,,,,,0
66834,ν00523,νεογνός,a,aps---mn1-,νεογνός νεογνή νεογνόν,,,,,0
66835,ν00524,νεόγονος,a,aps---cn2-,νεόγονος νεόγονος νεόγονον,,,,,0
66836,ν00525,νεόγραπτος,a,aps---cn2-,νεόγραπτος νεόγραπτος νεόγραπτον,,,,,0
66837,ν00526,νεόγραφος,a,aps---cn2-,νεόγραφος νεόγραφος νεόγραφον,,,,,0
66838,ν00527,νεόγυιος,a,aps---cn2-,νεόγυιος νεόγυιος νεόγυιον,,,,,0
66839,ν00528,νεογύνης,n,n-s---mn1e,νεογύνου,,,,,0
66841,ν00530,νεοδάμαστος,a,aps---cn2-,νεοδάμαστος νεοδάμαστος νεοδάμαστον,,,,,0
66842,ν00531,νεοδαμώδης,a,aps---cn3s,νεοδαμώδης νεοδαμώδης νεοδαμώ͂δες,,,/ne.o.daː.mɔ̌ː.dɛːs/,,0
