14,ἀπικρόχολος,a,aps---cn2-,ἀπικρόχολος ἀπικρόχολος ἀπικρόχολον,,,,,0
11794,α12395,ἀποδιωθέω,v,----------,,,,,,0
11795,α12394,ἀποδίωγμα,n,n-s---nn3t,ἀποδιώγματος,,,,,0
11796,α12396,ἀποδιωκτέον,v,----------,,,,,,0
11798,α12398,ἀποδιώκω,v,----------,,,,,,0
11799,α12399,ἀποδίωξις,n,n-s---fn3v,ἀποδιωξέως,,,,,0
11800,α12400,ἀποδοκεῖ,a,----------,,,,,,0
11801,α12401,ἀποδοκιμάζω,v,----------,,,,,,0
11802,α12402,ἀποδοκιμασία,n,n-s---fn1l,ἀποδοκιμασίας,,,,,0
11803,α12403,ἀποδοκιμαστέον,a,----------,,,,,,0
11805,α12405,ἀποδοκιμαστικός,a,aps---mn1-,ἀποδοκιμαστικός ἀποδοκιμαστική ἀποδοκιμαστικόν,,,,,0
11806,α12406,ἀποδοκιμάω,v,----------,,,,,,0
11807,α12407,ἀποδόκιμος,a,aps---cn2-,ἀποδόκιμος ἀποδόκιμος ἀποδόκιμον,,,,,0
11808,α12408,ἀπόδομα,n,n-s---nn3t,ἀποδόματος,,,,,0
11809,α12409,ἀποδόντωσις,n,n-s---fn3v,ἀποδοντωσέως,,,,,0
11810,α12410,ἀποδορά,n,----------,,,,,,0
11811,α12411,ἄποδος,n,----------,,,,,,0
11812,α12412,ἀποδόσιμος,a,aps---cn2-,ἀποδόσιμος ἀποδόσιμος ἀποδόσιμον,,,,,0
11813,α12413,ἀπόδοσις,n,n-s---fn3v,ἀποδοσέως,,,/a.pó.do.sis/,,0
11814,α12414,ἀποδόσμιος,a,----------,,,,,,0
11815,α12415,ἀποδοσμός,n,----------,,,,,,0
11816,α12416,ἀποδοτέον,v,----------,,,,,,0
11817,α12417,ἀποδοτικός,a,aps---mn1-,ἀποδοτικός ἀποδοτική ἀποδοτικόν,,,,,0
11818,α12418,ἀπόδοτος,a,aps---cn2-,ἀπόδοτος ἀπόδοτος ἀπόδοτον,,,,,0
11819,α12419,ἀπόδουλος,n,n-s---mn2-,ἀποδούλου,,,,,0
11820,α12420,ἀποδοχεῖον,n,n-s---nn2-,ἀποδοχείου,,,,,0
11821,α12421,ἀποδοχεύς,n,n-s---mn3v,ἀποδοχέως,,,,,0
11822,α12422,ἀποδοχή,n,n-s---fn1e,ἀποδοχῆς,,,/a.po.do.kʰɛ̌ː/,,0
11823,α12423,ἀποδοχμόω,v,----------,,,,,,0
11824,α12425,ἀπόδραγμα,n,n-s---nn3t,ἀποδράγματος,,,,,0
11825,α12426,ἀποδραθεῖν,n,----------,,,,,,0
11826,α12427,ἀποδραπετεύω,v,----------,,,,,,0
11827,α12428,ἀποδράς,n,----------,,,,,,0
11828,α12429,ἀπόδρασις,n,n-s---fn3v,ἀποδρασέως,,,/a.pó.draː.sis/,,0
11829,α12430,ἀποδρασκάζω,v,----------,,,,,,0
11830,α12431,ἀποδρεπανίζω,v,----------,,,,,,0
11832,α12433,ἀποδρέπω,v,----------,,,,,,0
11833,α12434,ἀπόδρεψις,n,n-s---fn3v,ἀποδρεψέως,,,,,0
11834,α12436,ἀποδρῆναι,n,----------,,,,,,0
11835,α12435,ἀπόδρησις,n,----------,,,,,,0
11836,α12437,ἀποδρομή,n,n-s---fn1e,ἀποδρομῆς,,,,,0
11837,α12438,ἀπόδρομος,a,aps---cn2-,ἀπόδρομος ἀπόδρομος ἀπόδρομον,,,,,0
11838,α12439,ἀποδρύπτω,v,----------,,,,,,0
11839,α12440,ἀποδυναμία,n,n-s---fn1l,ἀποδυναμίας,,,,,0
11840,α12441,ἀποδύνω,v,----------,,,,,,0
11841,α12442,ἀποδυρμός,n,----------,,,,,,0
11842,α12443,ἀποδύρομαι,v,----------,,,,,,0
11843,α12444,ἀπόδυσις,n,n-s---fn3v,ἀποδυσέως,,,,,0
11844,α12445,ἀποδυσπετέω,v,----------,,,,,,0
11845,α12446,ἀποδυσπέτημα,n,n-s---nn3t,ἀποδυσπετήματος,,,,,0
11847,α12448,ἀποδυτέον,v,----------,,,,,,0
11848,α12449,ἀποδυτήριον,n,n-s---nn2-,ἀποδυτηρίου,,,,,0
11849,α12450,ἀποδύω,v,----------,,,,,,0
11850,α12451,ἀποδωρέω,v,----------,,,,,,0
11852,α12453,ἀποείκω,v,----------,,,,,,0
11853,α12455,ἀποειπεῖν,n,----------,,,,,,0
11854,α12456,ἀποεργάθω,v,----------,,,,,,0
11855,α12457,ἀποέργω,v,----------,,,,,,0
11856,α12458,ἀπόερσε,r,----------,,,,,,0
11857,α12459,ἀποζάω,v,----------,,,,,,0
11858,α12460,ἀπόζεμα,n,n-s---nn3t,ἀποζέματος,,,,,0
11859,α12461,ἀποζέννυμι,v,----------,,,,,,0
11861,α12463,ἀποζευγέω,v,----------,,,,,,0
11862,α12464,ἀποζεύγνυμι,v,----------,,,,,,0
11863,α12465,ἀποζευκτέον,v,----------,,,,,,0
11864,α12466,ἀπόζευξις,n,n-s---fn3v,ἀποζευξέως,,,,,0
11865,α12467,ἀποζέω,v,----------,,,,,,0
11866,α12468,ἀποζημιόω,v,----------,,,,,,0
11867,α12469,ἀποζυγή,n,n-s---fn1e,ἀποζυγῆς,,,,,0
11868,α12470,ἀπόζυγος,a,aps---cn2-,ἀπόζυγος ἀπόζυγος ἀπόζυγον,,,,,0
11869,α12471,ἀπόζυμος,a,aps---cn2-,ἀπόζυμος ἀπόζυμος ἀπόζυμον,,,,,0
11870,α12472,ἀπόζω,v,----------,,,,,,0
11871,α12473,ἀποζωγραφέω,v,----------,,,,,,0
11872,α12474,ἀποζώννυμι,v,----------,,,,,,0
11873,α12475,ἀπόζωσις,n,n-s---fn3v,ἀποζωσέως,,,,,0
11874,α12454,ἀποϝειπάθθω,v,----------,,,,,,0
11875,α12476,ἀποϝηλέω,v,----------,,,,,,0
11876,α12477,ἀποθαλασσόω,v,----------,,,,,,0
11877,α12478,ἀποθανετέον,v,----------,,,,,,0
11878,α12479,ἀποθαρρέω,v,----------,,,,,,0
11879,α12480,ἀποθαρρύνω,v,----------,,,,,,0
11880,α12481,ἀποθαυμάζω,v,----------,,,,,,0
11881,α12482,ἀποθεάομαι,v,----------,,,,,,0
11882,α12483,ἀποθειάζω,v,----------,,,,,,0
11884,α12485,ἀποθείωσις,n,n-s---fn3v,ἀποθειωσέως,,,,,0
11885,α12486,ἀποθεμελιόω,v,----------,,,,,,0
11886,α12488,ἄποθεν,r,----------,,,,,,0
11887,α12489,ἀπόθεος,a,aps---cn2-,ἀπόθεος ἀπόθεος ἀπόθεον,,,/a.pó.tʰe.os/,,0
11888,α12490,ἀποθεόω,v,----------,,,,/a.po.tʰe.ó.ɔː/,,0
11889,α12491,ἀποθεραπεία,n,n-s---fn1l,ἀποθεραπείας,,,,,0
11890,α12492,ἀποθεράπευσις,n,n-s---fn3v,ἀποθεραπευσέως,,,,,0
11891,α12493,ἀποθεραπευτέον,v,----------,,,,,,0
11893,α12495,ἀποθεραπεύω,v,----------,,,,,,0
11894,α12496,ἀποθερίζω,v,----------,,,,,,0
11895,α12497,ἀποθέρισμα,n,n-s---nn3t,ἀποθερίσματος,,,,,0
11896,α12498,ἀπόθερμος,a,aps---cn2-,ἀπόθερμος ἀπόθερμος ἀπόθερμον,,,,,0
11897,α12499,ἀποθέσιμος,a,aps---cn2-,ἀποθέσιμος ἀποθέσιμος ἀποθέσιμον,,,,,0
11898,α12500,ἀπόθεσις,n,n-s---fn3v,ἀποθεσέως,,,,,0
11899,α12501,ἀποθεσπίζω,v,----------,,,,,,0
11900,α12502,ἀποθέσπισις,n,n-s---fn3v,ἀποθεσπισέως,,,,,0
11901,α12503,ἀπόθεστος,a,aps---cn2-,ἀπόθεστος ἀπόθεστος ἀπόθεστον,,,,,0
11902,α12504,ἀπόθεται,n,----------,,,,,,0
11903,α12505,ἀποθετέον,v,----------,,,,,,0
11904,α12506,ἀποθετικός,a,aps---mn1-,ἀποθετικός ἀποθετική ἀποθετικόν,,,/a.po.tʰe.ti.kós/,,0
11905,α12507,ἀπόθετος,a,aps---cn2-,ἀπόθετος ἀπόθετος ἀπόθετον,,,,,0
11907,α12509,ἀποθεωρέω,v,----------,,,,,,0
11909,α12511,ἀποθεωρητέον,v,----------,,,,,,0
11910,α12512,ἀποθέωσις,n,n-s---fn3v,ἀποθεωσέως,,,/a.po.tʰé.ɔː.sis/,,0
11911,α12513,ἀποθήκη,n,n-s---fn1e,ἀποθήκης,,,/a.po.tʰɛ̌ː.kɛː/,,0
11912,α12514,ἀποθήκιον,n,n-s---nn2-,ἀποθηκίου,,,,,0
11913,α12515,ἀποθηλάζω,v,----------,,,,,,0
11914,α12516,ἀποθηλασμός,n,----------,,,,,,0
11915,α12517,ἀποθηλύνω,v,----------,,,,,,0
11916,α12518,ἀποθηρευτής,n,n-s---mn1e,ἀποθηρευτού,,,,,0
11917,α12519,ἀποθηριόω,v,----------,,,,,,0
11918,α12520,ἀποθηρίωσις,n,n-s---fn3v,ἀποθηριωσέως,,,,,0
11919,α12521,ἀποθησαυρίζω,v,----------,,,,,,0
11920,α12522,ἀποθησαυρισμός,n,----------,,,,,,0
11921,α12523,ἀπόθητος,a,aps---cn2-,ἀπόθητος ἀπόθητος ἀπόθητον,,,,,0
11922,α12524,ἀποθινόομαι,v,----------,,,,,,0
11923,α12525,ἀποθλίβω,v,----------,,,,/a.po.tʰlǐː.bɔː/,,0
11924,α12526,ἀπόθλιμμα,n,n-s---nn3t,ἀποθλίμματος,,,,,0
11925,α12527,ἀποθλιμμός,n,----------,,,,,,0
11927,α12529,ἀποθνήσκω,v,----------,,,,,,0
11928,α12530,ἀποθορεῖν,n,----------,,,,,,0
11929,α12531,ἀποθρασύυομαι,v,----------,,,,,,0
11930,α12532,ἀπόθραυσις,n,n-s---fn3v,ἀποθραυσέως,,,,,0
11931,α12533,ἀπόθραυσμα,n,n-s---nn3t,ἀποθραύσματος,,,,,0
11932,α12534,ἀποθραύω,v,----------,,,,,,0
11933,α12535,ἀπόθρεκτα,n,----------,,,,,,0
11934,α12536,ἀποθρηνέω,v,----------,,,,,,0
11935,α12537,ἀποθριάζω,v,----------,,,,,,0
11936,α12538,ἀποθριγκόω,v,----------,,,,,,0
11937,α12539,ἀποθρίζω,v,----------,,,,,,0
11938,α12540,ἀποθριξ,n,----------,,,,,,0
11939,α12541,ἀπόθρισμα,n,n-s---nn3t,ἀποθρίσματος,,,,,0
11940,α12543,ἀποθρύπτω,v,----------,,,,,,0
11941,α12542,ἀποθρῴσκω,v,----------,,,,,,0
11942,α12544,ἀποθυμαίνω,v,----------,,,,,,0
11944,α12546,ἀποθυμιάω,v,----------,,,,,,0
11945,α12547,ἀποθύμιος,a,aps---cn2-,ἀποθύμιος ἀποθύμιος ἀποθύμιον,,,,,0
11946,α12548,ἀπόθυμος,a,aps---cn2-,ἀπόθυμος ἀπόθυμος ἀπόθυμον,,,,,0
11947,α12549,ἀποθυννίζω,v,----------,,,,,,0
11948,α12550,ἀποθυρίζω,v,----------,,,,,,0
11949,α12551,ἀποθύσκειν,n,----------,,,,,,0
11950,α12552,ἀποθύσσει,n,----------,,,,,,0
11951,α12553,ἀποθυστάνιον,n,n-s---nn2-,ἀποθυστανίου,,,,,0
11952,α12554,ἀποθυτέον,v,----------,,,,,,0
11953,α12555,ἀποθύω,v,----------,,,,,,0
11954,α12556,ἀποθωρακίζομαι,v,----------,,,,,,0
11955,α12557,ἀποθωυμάζω,v,----------,,,,,,0
11956,α12558,ἀποιδέω,v,----------,,,,,,0
11957,α12559,ἀποίδησις,n,n-s---fn3v,ἀποιδησέως,,,,,0
11958,α12560,ἀποιδίσκομαι,v,----------,,,,,,0
11959,α12561,ἀποϊερόω,v,----------,,,,,,0
11960,α12562,ἀποίζειν,n,----------,,,,,,0
12015,α12619,ἀποκαθίστημι,v,----------,,,,,,0
11963,α12565,ἀποικειόω,v,----------,,,,,,0
11964,α12566,ἀποικεσία,n,n-s---fn1l,ἀποικεσίας,,,,,0
11965,α12567,ἀποικέω,v,----------,,,,,,0
11966,α12568,ἀποίκησις,n,n-s---fn3v,ἀποικησέως,,,,,0
11967,α12569,ἀποικία,n,n-s---fn1l,ἀποικίας,,,/a.poi̯.kí.aː/,,0
11968,α12570,ἀποικίζω,v,----------,,,,,,0
11971,α12573,ἀποίκις,n,n-s---fn3d,ἀποικίδος,,,,,0
11972,α12574,ἀποίκισις,n,n-s---fn3v,ἀποικισέως,,,,,0
11973,α12575,ἀποικισμός,n,----------,,,,,,0
11974,α12576,ἀποικιστέον,a,----------,,,,,,0
11975,α12577,ἀποικιστής,n,n-s---mn1e,ἀποικιστού,,,,,0
11976,α12578,ἀποικοδομέω,v,----------,,,,,,0
11977,α12579,ἀποικονομέω,v,----------,,,,,,0
11978,α12580,ἀποικονόμησις,n,n-s---fn3v,ἀποικονομησέως,,,,,0
11979,α12581,ἀποικονομητέον,v,----------,,,,,,0
11980,α12582,ἀποικονόμητος,a,aps---cn2-,ἀποικονόμητος ἀποικονόμητος ἀποικονόμητον,,,,,0
11981,α12583,ἀποικονομία,n,n-s---fn1l,ἀποικονομίας,,,,,0
11982,α12584,ἄποικος,a,aps---cn2-,ἄποικος ἄποικος ἄποικον,,,/á.poi̯.kos/,,0
11983,α12586,ἀποικτίζομαι,v,----------,,,,,,0
11984,α12587,ἀποίμαντος,a,aps---cn2-,ἀποίμαντος ἀποίμαντος ἀποίμαντον,,,,,0
11985,α12588,ἀποιμώζω,v,----------,,,,,,0
11986,α12589,ἄποινα,n,n-p---nn2-,ἀποίνων,,,/á.poi̯.na/,,0
11987,α12590,ἀποινάω,v,----------,,,,,,0
11988,α12591,ἀποινέω,v,----------,,,,,,0
11989,α12592,ἀποινί,r,----------,,,,,,0
11990,α12593,ἀποινόδικος,a,aps---cn2-,ἀποινόδικος ἀποινόδικος ἀποινόδικον,,,,,0
11991,α12594,ἀποινόδορπος,a,aps---cn2-,ἀποινόδορπος ἀποινόδορπος ἀποινόδορπον,,,,,0
11992,α12595,ἄποινον,n,n-s---nn2-,ἀποίνου,,,,,0
11993,α12596,ἄποινος,a,aps---cn2-,ἄποινος ἄποινος ἄποινον,,,,,0
11994,α12597,ἄποιος,a,aps---cn2-,ἄποιος ἄποιος ἄποιον,,,,,0
11995,α12598,ἀποιστέον,n,----------,,,,,,0
11996,α12599,ἀποϊστεύω,v,----------,,,,,,0
11997,α12600,ἀποίσω,v,----------,,,,,,0
11998,α12601,ἀποίχομαι,v,----------,,,,,,0
11999,α12602,ἀποιωνίζομαι,v,----------,,,,,,0
12000,α12603,ἀποιωνισμός,n,----------,,,,,,0
12001,α12604,ἀποκαθαίρω,v,----------,,,,,,0
12002,α12605,ἀποκαθαριεύω,v,----------,,,,,,0
12004,α12607,ἀποκαθάρισμα,n,n-s---nn3t,ἀποκαθαρίσματος,,,,,0
12005,α12608,ἀποκάθαρμα,n,n-s---nn3t,ἀποκαθάρματος,,,,,0
12006,α12609,ἀποκάθαρσις,n,n-s---fn3v,ἀποκαθαρσέως,,,,,0
12007,α12610,ἀποκαθαρτέον,a,----------,,,,,,0
12008,α12611,ἀποκαθαρτικός,a,aps---mn1-,ἀποκαθαρτικός ἀποκαθαρτική ἀποκαθαρτικόν,,,,,0
12009,α12612,ἀποκαθέζομαι,v,----------,,,,,,0
12010,α12614,ἀποκαθεύδω,v,----------,,,,,,0
12011,α12615,ἀποκάθημαι,v,----------,,,,,,0
12012,α12616,ἀποκαθίζω,v,----------,,,,,,0
12013,α12617,ἀποκάθισμα,n,n-s---nn3t,ἀποκαθίσματος,,,,,0
12014,α12618,ἀποκαθιστάνω,v,----------,,,,,,0
12017,α12620,ἀποκαίνυμαι,v,----------,,,,,,0
12019,α12622,ἀποκαισαρόομαι,v,----------,,,,,,0
12020,α12623,ἀποκαίω,v,----------,,,,,,0
12021,α12624,ἀποκακέω,v,----------,,,,,,0
12022,α12625,ἀποκάκησις,n,n-s---fn3v,ἀποκακησέως,,,,,0
12023,α12626,ἀποκαλαμουργέω,v,----------,,,,,,0
12024,α12627,ἀποκαλέω,v,----------,,,,,,0
12025,α12628,ἀποκαλλωπίζω,v,----------,,,,,,0
12026,α12629,ἀποκάλυμμα,n,n-s---nn3t,ἀποκαλύμματος,,,,,0
12027,α12630,ἀποκαλυπτέος,a,aps---mn1-,ἀποκαλυπτέος ἀποκαλυπτέα ἀποκαλυπτέον,,,,,0
12028,α12631,ἀποκαλύπτω,v,----------,,,,/a.po.ka.lýp.tɔː/,,0
12029,α12632,ἀποκάλυφος,a,----------,,,,,,0
12030,α12633,ἀποκάλυψις,n,n-s---fn3v,ἀποκαλυψέως,,,/a.po.ká.lyp.sis/,,0
12031,α12634,ἀποκάμνω,v,----------,,,,,,0
12032,α12635,ἀποκαμπτός,a,aps---cn2-,ἀποκαμπτός ἀποκαμπτός ἀποκαμπτόν,,,,,0
12033,α12636,ἀποκάμπτω,v,----------,,,,,,0
12034,α12637,ἀποκαπνίζω,v,----------,,,,,,0
12035,α12638,ἀποκαπνισμός,n,----------,,,,,,0
12036,α12639,ἀποκαπύω,v,----------,,,,,,0
12037,α12640,ἀποκαραδοκέω,v,----------,,,,,,0
12038,α12641,ἀποκαραδοκία,n,n-s---fn1l,ἀποκαραδοκίας,,,,,0
12039,α12642,ἀποκαρατομέω,v,----------,,,,,,0
12040,α12643,ἀποκαρδιουργέω,v,----------,,,,,,0
12041,α12644,ἀπόκαρμα,n,n-s---nn3t,ἀποκάρματος,,,,,0
12042,α12645,ἀποκαρόω,v,----------,,,,,,0
12043,α12646,ἀποκαρπίζω,v,----------,,,,,,0
12044,α12647,ἀποκαρπόω,v,----------,,,,,,0
12045,α12648,ἀποκαρτέον,a,----------,,,,,,0
12046,α12649,ἀποκαρτερέω,v,----------,,,,,,0
12048,α12651,ἀποκαρτερητέον,a,----------,,,,,,0
12049,α12652,ἀποκαρφολογέω,v,----------,,,,,,0
12050,α12653,ἀποκαρφόομαι,v,----------,,,,,,0
12051,α12654,ἀποκαταβαίνω,v,----------,,,,,,0
12052,α12655,ἀποκάταγμα,n,n-s---nn3t,ἀποκατάγματος,,,,,0
12053,α12656,ἀποκατάγνυμι,v,----------,,,,,,0
12054,α12657,ἀποκατάγω,v,----------,,,,,,0
12055,α12658,ἀποκαταλαμβάνω,v,----------,,,,,,0
12056,α12659,ἀποκαταλλάσσω,v,----------,,,,,,0
12057,α12660,ἀποκαταπτῦσαι,n,----------,,,,,,0
12058,α12661,ἀποκαταρρέω,v,----------,,,,,,0
12059,α12662,ἀποκαταρρίπτω,v,----------,,,,,,0
12060,α12663,ἀποκαταστασία,n,n-s---fn1l,ἀποκαταστασίας,,,,,0
12061,α12664,ἀποκατάστασις,n,n-s---fn3v,ἀποκαταστασέως,,,,,0
12063,α12666,ἀποκατάσχεσις,n,n-s---fn3v,ἀποκατασχεσέως,,,,,0
12064,α12667,ἀποκατατίθημι,v,----------,,,,,,0
12065,α12668,ἀποκαταφαίνομαι,v,----------,,,,,,0
12066,α12669,ἀποκαταψύχω,v,----------,,,,,,0
12067,α12670,ἀποκατεῖδον,n,----------,,,,,,0
12068,α12671,ἀποκατέχω,v,----------,,,,,,0
12069,α12672,ἀποκάτημαι,v,----------,,,,,,0
12071,α12674,ἀποκάτω,v,----------,,,,,,0
12072,α12675,ἀποκάτωθεν,r,----------,,,,,,0
12073,α12676,ἀποκαυλίζω,v,----------,,,,,,0
12075,α12678,ἀποκαυλιστέον,v,----------,,,,,,0
12076,α12679,ἀπόκαυλος,a,aps---cn2-,ἀπόκαυλος ἀπόκαυλος ἀπόκαυλον,,,,,0
12077,α12680,ἀπόκαυμα,n,n-s---nn3t,ἀποκαύματος,,,,,0
12078,α12681,ἀπόκαυσις,n,n-s---fn3v,ἀποκαυσέως,,,,,0
12079,α12682,ἀποκαυσμός,n,----------,,,,,,0
12080,α12683,ἀποκάω,v,----------,,,,,,0
12081,α12684,ἀπόκειμαι,v,----------,,,,,,0
12082,α12685,ἀποκείρω,v,----------,,,,,,0
12083,α12686,ἀποκεκαλυμμένως,r,----------,,,,,,0
12084,α12687,ἀποκεκινδυνευμένως,r,----------,,,,,,0
12085,α12688,ἀποκεκρυμμένως,r,----------,,,,,,0
12086,α12689,ἀποκέλλω,v,----------,,,,,,0
12087,α12690,ἀπόκενος,a,aps---cn2-,ἀπόκενος ἀπόκενος ἀπόκενον,,,,,0
12088,α12691,ἀποκενόω,v,----------,,,,,,0
12089,α12692,ἀποκεντέω,v,----------,,,,,,0
12090,α12693,ἀποκέντησις,n,n-s---fn3v,ἀποκεντησέως,,,,,0
12092,α12695,ἀποκένωσις,n,n-s---fn3v,ἀποκενωσέως,,,,,0
12093,α12696,ἀποκεραμόω,v,----------,,,,,,0
12094,α12697,ἀποκερδαίνω,v,----------,,,,,,0
12095,α12698,ἀποκερματίζω,v,----------,,,,,,0
12096,α12699,ἀποκεστίλλαι,n,----------,,,,,,0
12097,α12700,ἀποκεφαλαιόομαι,v,----------,,,,,,0
12098,α12701,ἀποκεφαλίζω,v,----------,,,,/a.po.ke.pʰa.líz.dɔː/,,0
12099,α12702,ἀποκεφάλισμα,n,n-s---nn3t,ἀποκεφαλίσματος,,,,,0
12100,α12703,ἀποκεφαλισμός,n,----------,,,,,,0
