9,πολυκέντητος,a,aps---cn2-,πολυκέντητος πολυκέντητος πολυκέντητον,,,,,0
81463,π08532,πολυπόδης,n,n-s---mn1e,πολυπόδου,,,,,0
81464,π08533,πολυποδία,n,n-s---fn1l,πολυποδίας,,,,,0
81465,π08534,πολυποδίνη,n,n-s---fn1e,πολυποδίνης,,,,,0
81466,π08535,πολυπόδιον,n,n-s---nn2-,πολυποδίου,,,,,0
81468,π08537,πολυποδώδης,a,aps---cn3s,πολυποδώδης πολυποδώδης πολυποδώ͂δες,,,,,0
81469,π08538,πολυπόθεινος,a,aps---cn2-,πολυπόθεινος πολυπόθεινος πολυπόθεινον,,,,,0
81470,π08539,πολυπόθητος,a,aps---cn2-,πολυπόθητος πολυπόθητος πολυπόθητον,,,,,0
81472,π08541,πολυποίκιλτος,a,aps---cn2-,πολυποίκιλτος πολυποίκιλτος πολυποίκιλτον,,,,,0
81473,π08542,πολύποινος,a,aps---cn2-,πολύποινος πολύποινος πολύποινον,,,,,0
81474,π08543,πολύπολις,n,----------,,,,,,0
81475,π08545,πολυπόνηρος,a,aps---cn2-,πολυπόνηρος πολυπόνηρος πολυπόνηρον,,,,,0
81476,π08546,πολυπονία,n,n-s---fn1l,πολυπονίας,,,,,0
81477,π08547,πολύπονος,a,aps---cn2-,πολύπονος πολύπονος πολύπονον,,,,,0
81478,π08548,πολυποξύστης,n,n-s---mn1e,πολυποξύστου,,,,,0
81479,π08549,πολυπόρευτος,a,aps---cn2-,πολυπόρευτος πολυπόρευτος πολυπόρευτον,,,,,0
81480,π08550,πολύπορος,a,aps---cn2-,πολύπορος πολύπορος πολύπορον,,,,,0
81481,π08551,πολυποσία,n,n-s---fn1l,πολυποσίας,,,,,0
81482,π08552,πολυποσφάκτης,n,n-s---mn1e,πολυ<πο>σφάκτου,,,,,0
81483,π08553,πολυπόταμος,a,aps---cn2-,πολυπόταμος πολυπόταμος πολυπόταμον,,,,,0
81484,π08554,πολυποτέω,v,----------,,,,,,0
81485,π08555,πολυπότης,n,n-s---mn1e,πολυπότου,,,,,0
81486,π08556,πολύποτμος,a,aps---cn2-,πολύποτμος πολύποτμος πολύποτμον,,,,,0
81487,π08557,πολυπότνια,n,n-s---fn1s,πολυπότνιας,,,,,0
81488,π08558,πολυποτόμος,a,aps---cn2-,πολυποτόμος πολυποτόμος πολυποτόμον,,,,,0
81489,π08559,πολύποτος,a,aps---cn2-,πολύποτος πολύποτος πολύποτον,,,,,0
81490,π08560,πολύπους,n,----------,,,,,,0
81491,π08561,πολύπους,n,----------,,,,,,0
81492,π08562,πολυπραγματέω,v,----------,,,,,,0
81493,π08563,πολυπράγματος,a,aps---cn2-,πολυπράγματος πολυπράγματος πολυπράγματον,,,,,0
81494,π08564,πολυπραγμονέω,v,----------,,,,,,0
81495,π08565,πολυπραγμόνησις,n,n-s---fn3v,πολυπραγμονησέως,,,,,0
81496,π08566,πολυπραγμονητέον,a,----------,,,,,,0
81497,π08567,πολυπραγμοσύνη,n,n-s---fn1e,πολυπραγμοσύνης,,,,,0
81499,π08569,πολύπρακτος,a,aps---cn2-,πολύπρακτος πολύπρακτος πολύπρακτον,,,,,0
81500,π08570,πολυπράκτωρ,n,n-s---mn3r,πολυπράκτορος,,,,,0
81501,π08571,πολύπρεμνος,a,aps---cn2-,πολύπρεμνος πολύπρεμνος πολύπρεμνον,,,,,0
81502,π08572,πολυπρεπής,a,aps---cn5s,πολυπρεπής πολυπρεπής πολυπρεπές,,,,,0
81503,π08573,πολυπρηγμονέω,v,----------,,,,,,0
81504,π08574,πολυπρήων,n,n-s---mn3n,πολυπρήωνος,,,,,0
81505,π08575,πολυπρόβατος,a,aps---cn2-,πολυπρόβατος πολυπρόβατος πολυπρόβατον,,,,,0
81506,π08576,πολύπροικος,a,aps---cn2-,πολύπροικος πολύπροικος πολύπροικον,,,,,0
81507,π08577,πολυπρόσωπος,a,aps---cn2-,πολυπρόσωπος πολυπρόσωπος πολυπρόσωπον,,,,,0
81508,π08578,πολυπρώτιστος,n,----------,,,,,,0
81509,π08579,πολύπτερος,a,aps---cn2-,πολύπτερος πολύπτερος πολύπτερον,,,,,0
81510,π08580,πολυπτόητος,a,aps---cn2-,πολυπτόητος πολυπτόητος πολυπτόητον,,,,,0
81511,π08581,πολύπτυκτος,a,aps---cn2-,πολύπτυκτος πολύπτυκτος πολύπτυκτον,,,,,0
81513,π08583,πολύπτυχος,a,aps---cn2-,πολύπτυχος πολύπτυχος πολύπτυχον,,,,,0
81514,π08584,πολυπτώξ,n,----------,,,,,,0
81515,π08585,πολύπτωτος,a,aps---cn2-,πολύπτωτος πολύπτωτος πολύπτωτον,,,,,0
81516,π08529,πολυπὺ́λος,a,aps---cn2-,πολυπὺ́λος πολυπὺ́λος πολυπὺ́λον,,,,,0
81518,π08587,πολυπύρηνος,a,aps---cn2-,πολυπύρηνος πολυπύρηνος πολυπύρηνον,,,,,0
81519,π08588,πολύπυρος,a,----------,,,,,,0
81520,π08589,πολύπυρος,a,aps---cn2-,πολύπυρος πολύπυρος πολύπυρον,,,,,0
81521,π08590,πολύπυστος,a,aps---cn2-,πολύπυστος πολύπυστος πολύπυστον,,,,,0
81522,π08591,πολυρημονέω,v,----------,,,,,,0
81523,π08592,πολύριζος,a,aps---cn2-,πολύριζος πολύριζος πολύριζον,,,,,0
81524,π08593,πολύρραβδος,a,aps---cn2-,πολύρραβδος πολύρραβδος πολύρραβδον,,,,,0
81525,π08594,πολυρραγής,a,aps---cn5s,πολυρραγής πολυρραγής πολυρραγές,,,,,0
81526,π08595,πολυρράθαγος,a,aps---cn2-,πολυρράθαγος πολυρράθαγος πολυρράθαγον,,,,,0
81527,π08596,πολυρραθάμιγξ,n,----------,,,,,,0
81528,π08597,πολυρραίστης,n,n-s---mn1e,πολυρραίστου,,,,,0
81529,π08598,πολύρραπτος,a,aps---cn2-,πολύρραπτος πολύρραπτος πολύρραπτον,,,,,0
81530,π08599,πολυρραφής,a,aps---cn5s,πολυρραφής πολυρραφής πολυρραφές,,,,,0
81531,π08600,πολύρραφος,a,aps---cn2-,πολύρραφος πολύρραφος πολύρραφον,,,,,0
81532,π08601,πολυρρημονέω,v,----------,,,,,,0
81533,π08602,πολυρρήμων,a,aps---cn3n,πολυρρήμων πολυρρήμων πολυρρήμον,,,,,0
81534,π08603,πολύρρην,a,----------,,,,,,0
81535,π08604,πολύρρηνος,a,aps---cn2-,πολύρρηνος πολύρρηνος πολύρρηνον,,,,,0
81536,π08605,πολύρρητος,a,aps---cn2-,πολύρρητος πολύρρητος πολύρρητον,,,,,0
81537,π08606,πολυρριζία,n,n-s---fn1l,πολυρριζίας,,,,,0
81538,π08607,πολύρριζος,a,aps---cn2-,πολύρριζος πολύρριζος πολύρριζον,,,,,0
81539,π08608,πολύρρινος,a,aps---cn2-,πολύρρινος πολύρρινος πολύρρινον,,,,,0
81540,π08609,πολύρροδος,a,aps---cn2-,πολύρροδος πολύρροδος πολύρροδον,,,,,0
81541,π08610,πολυρρόθιος,a,aps---cn2-,πολυρρόθιος πολυρρόθιος πολυρρόθιον,,,,,0
81542,π08611,πολύρροθος,a,aps---cn2-,πολύρροθος πολύρροθος πολύρροθον,,,,,0
81544,π08613,πολύρροιζος,a,aps---cn2-,πολύρροιζος πολύρροιζος πολύρροιζον,,,,,0
81545,π08614,πολύρρομβος,a,aps---cn2-,πολύρρομβος πολύρρομβος πολύρρομβον,,,,,0
81546,π08615,πολύρροος,a,aps---cn2-,πολύρροος πολύρροος πολύρροον,,πολύρρους πολύρρους πολύρρουν,,,0
81547,π08616,πολύρρυμος,a,aps---cn2-,πολύρρυμος πολύρρυμος πολύρρυμον,,,,,0
81548,π08617,πολύρρυτος,n,----------,,,,,,0
81549,π08618,πολύρυτος,a,aps---cn2-,πολύρυτος πολύρυτος πολύρυτον,,,,,0
81550,π08619,πολύς,a,aps---mn1-,πολύς πολλή πολύ,,,/po.lýs/,,0
81551,π08620,πολύσαθρος,a,aps---cn2-,πολύσαθρος πολύσαθρος πολύσαθρον,,,,,0
81552,π08621,πολυσαρκία,n,n-s---fn1l,πολυσαρκίας,,,,,0
81553,π08622,πολύσαρκος,a,aps---cn2-,πολύσαρκος πολύσαρκος πολύσαρκον,,,,,0
81554,π08623,πολυσέβαστος,a,aps---cn2-,πολυσέβαστος πολυσέβαστος πολυσέβαστον,,,,,0
81555,π08624,πολύσεμνος,a,aps---cn2-,πολύσεμνος πολύσεμνος πολύσεμνον,,,,,0
81557,π08626,πολυσήμαντος,a,aps---cn2-,πολυσήμαντος πολυσήμαντος πολυσήμαντον,,,,,0
81558,π08627,πολυσημάντωρ,n,n-s---mn3r,πολυσημάντορος,,,,,0
81559,π08628,πολύσημος,a,aps---cn2-,πολύσημος πολύσημος πολύσημον,,,/po.lý.sɛː.mos/,,0
81560,π08629,πολυσθενής,a,aps---cn5s,πολυσθενής πολυσθενής πολυσθενές,,,,,0
81561,π08630,πολύσιος,a,aps---cn2-,πολύσιος πολύσιος πολύσιον,,,,,0
81562,π08631,πολυσιτέω,v,----------,,,,,,0
81563,π08632,πολυσιτία,n,n-s---fn1l,πολυσιτίας,,,,,0
81564,π08633,πολύσιτος,a,aps---cn2-,πολύσιτος πολύσιτος πολύσιτον,,,,,0
81565,π08634,πολύσκαλμος,a,aps---cn2-,πολύσκαλμος πολύσκαλμος πολύσκαλμον,,,,,0
81567,π08636,πολυσκάριστος,a,aps---cn2-,πολυσκάριστος πολυσκάριστος πολυσκάριστον,,,,,0
81568,π08637,πολυσκεπής,a,aps---cn5s,πολυσκεπής πολυσκεπής πολυσκεπές,,,,,0
81569,π08638,πολύσκεπτος,a,aps---cn2-,πολύσκεπτος πολύσκεπτος πολύσκεπτον,,,,,0
81570,π08639,πολύσκηπτρος,a,aps---cn2-,πολύσκηπτρος πολύσκηπτρος πολύσκηπτρον,,,,,0
81571,π08640,πολύσκιος,a,aps---cn2-,πολύσκιος πολύσκιος πολύσκιον,,,,,0
81572,π08641,πολυσκόπελος,a,aps---cn2-,πολυσκόπελος πολυσκόπελος πολυσκόπελον,,,,,0
81573,π08642,πολύσκοπος,a,aps---cn2-,πολύσκοπος πολύσκοπος πολύσκοπον,,,,,0
81574,π08643,πολύσκυλαξ,n,----------,,,,,,0
81575,π08644,πολυσκώμμων,n,----------,,,,,,0
81576,π08645,πολυσμάραγος,a,aps---cn2-,πολυσμάραγος πολυσμάραγος πολυσμάραγον,,,,,0
81577,π08646,πολύσμηνος,a,aps---cn2-,πολύσμηνος πολύσμηνος πολύσμηνον,,,,,0
81578,π08647,πολύσοφος,a,aps---cn2-,πολύσοφος πολύσοφος πολύσοφον,,,,,0
81579,π08648,πολυσπαθής,a,aps---cn5s,πολυσπαθής πολυσπαθής πολυσπαθές,,,,,0
81580,π08649,πολύσπαστος,a,aps---cn2-,πολύσπαστος πολύσπαστος πολύσπαστον,,,,,0
81581,π08650,πολυσπείρητος,a,aps---cn2-,πολυσπείρητος πολυσπείρητος πολυσπείρητον,,,,,0
81582,π08651,πολύσπειρος,a,aps---cn2-,πολύσπειρος πολύσπειρος πολύσπειρον,,,,,0
81583,π08652,πολυσπερής,a,aps---cn5s,πολυσπερής πολυσπερής πολυσπερές,,,,,0
81584,π08653,πολυσπέρματος,a,aps---cn2-,πολυσπέρματος πολυσπέρματος πολυσπέρματον,,,,,0
81585,π08654,πολυσπερμία,n,n-s---fn1l,πολυσπερμίας,,,,,0
81586,π08655,πολύσπερμος,a,aps---cn2-,πολύσπερμος πολύσπερμος πολύσπερμον,,,,,0
81587,π08656,πολυσπερχής,a,aps---cn5s,πολυσπερχής πολυσπερχής πολυσπερχές,,,,,0
81588,π08657,πολυσπιλάς,n,n-s---fn3d,πολυσπιλάδος,,,,,0
81589,π08658,πολύσπλαγχνος,a,aps---cn2-,πολύσπλαγχνος πολύσπλαγχνος πολύσπλαγχνον,,,,,0
81590,π08659,πολύσπορος,a,aps---cn2-,πολύσπορος πολύσπορος πολύσπορον,,,,,0
81591,π08660,πολυσπούδαστος,a,aps---cn2-,πολυσπούδαστος πολυσπούδαστος πολυσπούδαστον,,,,,0
81592,π08661,πολυσταγῶς,r,----------,,,,,,0
81593,π08662,πολυστάδιος,a,aps---cn2-,πολυστάδιος πολυστάδιος πολυστάδιον,,,,,0
81594,π08663,πολυστακτί,r,----------,,,,,,0
81596,π08665,πολύστατος,a,aps---cn2-,πολύστατος πολύστατος πολύστατον,,,,,0
81597,π08666,πολυστάφυλος,a,aps---cn2-,πολυστάφυλος πολυστάφυλος πολυστάφυλον,,,,,0
81599,π08668,πολύστεγος,a,aps---cn2-,πολύστεγος πολύστεγος πολύστεγον,,,,,0
81600,π08669,πολύστεινος,a,aps---cn2-,πολύστεινος πολύστεινος πολύστεινον,,,,,0
81601,π08670,πολύστειος,n,----------,,,,,,0
81603,π08672,πολυστέλεχος,a,aps---cn2-,πολυστέλεχος πολυστέλεχος πολυστέλεχον,,,,,0
81604,π08673,πολυστένακτος,a,aps---cn2-,πολυστένακτος πολυστένακτος πολυστένακτον,,,,,0
81605,π08674,πολυστέφανος,a,aps---cn2-,πολυστέφανος πολυστέφανος πολυστέφανον,,,,,0
81606,π08675,πολυστεφής,a,aps---cn5s,πολυστεφής πολυστεφής πολυστεφές,,,,,0
81607,π08676,πολύστημος,a,aps---cn2-,πολύστημος πολύστημος πολύστημον,,,,,0
81608,π08677,πολυστιβία,n,n-s---fn1l,πολυστιβίας,,,,,0
81609,π08678,πολύστικτος,a,aps---cn2-,πολύστικτος πολύστικτος πολύστικτον,,,,,0
81610,π08679,πολύστιος,a,aps---cn2-,πολύστιος πολύστιος πολύστιον,,,,,0
81611,π08680,πολύστιπτος,a,aps---cn2-,πολύστιπτος πολύστιπτος πολύστιπτον,,,,,0
81612,π08681,πολυστιχία,n,n-s---fn1l,πολυστιχίας,,,,,0
81613,π08682,πολύστιχος,a,aps---cn2-,πολύστιχος πολύστιχος πολύστιχον,,,,,0
81614,π08683,πολύστοιχος,a,aps---cn2-,πολύστοιχος πολύστοιχος πολύστοιχον,,,,,0
81615,π08684,πολυστομέω,v,----------,,,,,,0
81616,π08685,πολύστομος,a,aps---cn2-,πολύστομος πολύστομος πολύστομον,,,,,0
81617,π08686,πολύστονος,a,aps---cn2-,πολύστονος πολύστονος πολύστονον,,,,,0
81618,π08687,πολύστρεπτος,a,aps---cn2-,πολύστρεπτος πολύστρεπτος πολύστρεπτον,,,,,0
81619,π08688,πολυστρεφής,a,aps---cn5s,πολυστρεφής πολυστρεφής πολυστρεφές,,,,,0
81620,π08689,πολύστροιβος,a,aps---cn2-,πολύστροιβος πολύστροιβος πολύστροιβον,,,,,0
81621,π08690,πολυστρόφαλιγξ,n,----------,,,,,,0
81622,π08691,πολυστροφάς,n,n-s---fn3d,πολυστροφάδος,,,,,0
81623,π08692,πολυστροφία,n,n-s---fn1l,πολυστροφίας,,,,,0
