id,uri,lemma,pos,morpho,principal_parts,prosody,validated
30371,ε04355,ἔκκληρος,a,aps---cn2-,ἔκκληρος ἔκκληρος ἔκκληρον,ἔκκληρος,0
30388,ε04371,ἐκκλινής,a,aps---cn5s,ἐκκλινής ἐκκλινής ἐκκλινές,ἐκκλινής,0
30393,ε04376,ἐκκλιτικός,a,aps---mn1-,ἐκκλιτικός ἐκκλιτική ἐκκλιτικόν,ἐκκλιτικός,0
29754,ε03276,εἰστιτρώσκω,v,----------,,εἰστιτρώσκω,0
21288,γ01169,γονυκαμψεπίκυρτος,a,aps---cn2-,γονυκαμψεπίκυρτος γονυκαμψεπίκυρτος γονυκαμψεπίκυρτον,γονυκαμψεπίκυρτος,0
29791,ε03681,εἰωθάς,n,n-s---fn3d,εἰωθάδος,εἰωθάς,0
30481,ε04464,ἐκκύμανσις,n,n-s---fn3v,ἐκκυμανσέως,ἐκκύμανσις,0
6192,α06821,ἀνακαλυπτήρια,n,n-p---nn2-,ἀνακαλυπτηρίων,ἀνακαλυπτήρια,0
30502,ε04485,ἐκλαλητικός,a,aps---mn1-,ἐκλαλητικός ἐκλαλητική ἐκλαλητικόν,ἐκλαλητικός,0
30513,ε04496,ἐκλαχανίζομαι,v,----------,,ἐκλαχανίζομαι,0
30560,ε04542,ἐκλικμάω,v,----------,,ἐκλικμάω,0
30571,ε04553,ἐκλιπής,a,aps---cn5s,ἐκλιπής ἐκλιπής ἐκλιπές,ἐκλιπής,0
30617,ε04600,ἔκμακτος,a,aps---cn2-,ἔκμακτος ἔκμακτος ἔκμακτον,ἔκμακτος,0
30636,ε04619,ἐκμαστιγόω,v,----------,,ἐκμαστιγόω,0
30648,ε04631,ἐκμέταλλος,a,aps---cn2-,ἐκμέταλλος ἐκμέταλλος ἐκμέταλλον,ἐκμέταλλος,0
30674,ε04657,ἐκμυζηθμός,n,----------,,ἐκμυζηθμός,0
30687,ε04670,ἐκνέμω,v,----------,,ἐκνέμω,0
30713,ε04696,ἐκνόμιος,a,aps---cn2-,ἐκνόμιος ἐκνόμιος ἐκνόμιον,ἐκνόμιος,0
30732,ε04715,ἑκουσιότης,n,n-s---fn3t,ἑκουσιότητος,ἑκουσιότης,0
30746,ε04734,ἐκπαλεία,n,n-s---fn1l,ἐκπαλείας,ἐκπαλεία,0
30762,ε04750,ἐκπάτιος,a,aps---cn2-,ἐκπάτιος ἐκπάτιος ἐκπάτιον,ἐκπάτιος,0
30790,ε04778,ἐκπερίειμι,v,----------,,ἐκπερίειμι,0
30804,ε04792,ἐκπέταλος,a,aps---cn2-,ἐκπέταλος ἐκπέταλος ἐκπέταλον,ἐκπέταλος,0
30828,ε04816,ἐκπιεστήριον,n,n-s---nn2-,ἐκπιεστηρίου,ἐκπιεστήριον,0
30846,ε04834,ἐκπλάσσω,v,----------,,ἐκπλάσσω,0
30876,ε04864,ἔκπλυτος,a,aps---cn2-,ἔκπλυτος ἔκπλυτος ἔκπλυτον,ἔκπλυτος,0
30900,ε04888,ἐκπολιόρκησις,n,n-s---fn3v,ἐκπολιορκησέως,ἐκπολιόρκησις,0
30901,ε04889,ἐκπολιτεύω,v,----------,,ἐκπολιτεύω,0
30911,ε04899,ἐκπορθήτωρ,n,n-s---mn3r,ἐκπορθήτορος,ἐκπορθήτωρ,0
30934,ε04922,ἐκπρίασθαι,v,----------,,ἐκπρίασθαι,0
30952,ε04940,ἐκπρόπτωσις,n,n-s---fn3v,ἐκπροπτωσέως,ἐκπρόπτωσις,0
30959,ε04947,ἐκπτερόομαι,v,----------,,ἐκπτερόομαι,0
30963,ε04951,ἔκπτυξις,n,n-s---fn3v,ἐκπτυξέως,ἔκπτυξις,0
31006,ε04994,ἐκρηγιάριος,n,----------,,ἐκρηγιάριος,0
31017,ε05006,ἐκριπίζω,v,----------,,ἐκριπίζω,0
31021,ε05010,ἔκριψις,n,n-s---fn3v,ἐκριψέως,ἔκριψις,0
31059,ε05049,ἐκσκεδάννυμι,v,----------,,ἐκσκεδάννυμι,0
31077,ε05067,ἐκσπονδος,a,aps---cn2-,ἐκσπονδος ἐκσπονδος ἐκσπονδον,ἐκσπονδος,0
31080,ε05070,ἑκστάδιος,a,aps---cn2-,ἑκστάδιος ἑκστάδιος ἑκστάδιον,ἑκστάδιος,0
31102,ε05092,ἐκσυρτικός,a,aps---mn1-,ἐκσυρτικός ἐκσυρτική ἐκσυρτικόν,ἐκσυρτικός,0
31133,ε05122,ἐκταρσόομαι,v,----------,,ἐκταρσόομαι,0
31145,ε05134,ἐκτειχισμός,n,n-s---mn2-,ἐκτειχισμοῦ,ἐκτειχισμός,0
22344,δ00566,δεκαδακτυλιαῖος,a,aps---cn2-,δεκαδακτυλιαῖος δεκαδακτυλιαῖος δεκαδακτυλιαῖον,δεκαδακτυλιαῖος,0
30445,ε04428,ἐκκουφίζω,v,----------,,ἐκκουφίζω,0
6207,α06836,ἀνακάχλασις,n,n-s---fn3v,ἀνακαχλασέως,ἀνακάχλασις,0
84007,π11042,προκλέπτομαι,v,----------,,προκλέπτομαι,0
31248,ε05236,ἐκτρέπω,v,----------,,ἐκτρέπω,0
31258,ε05246,ἔκτριψις,n,n-s---fn3v,ἐκτριψέως,ἔκτριψις,0
31272,ε05260,ἐκτρύπησις,n,n-s---fn3v,ἐκτρυπησέως,ἐκτρύπησις,0
31288,ε05276,ἐκτυλωτικός,a,aps---mn1-,ἐκτυλωτικός ἐκτυλωτική ἐκτυλωτικόν,ἐκτυλωτικός,0
31306,ε05294,ἐκφαιδρύνω,v,----------,,ἐκφαιδρύνω,0
31316,ε05304,ἐκφαντικός,a,aps---mn1-,ἐκφαντικός ἐκφαντική ἐκφαντικόν,ἐκφαντικός,0
31348,ε05336,ἐκφλόγωσις,n,n-s---fn3v,ἐκφλογωσέως,ἐκφλόγωσις,0
31361,ε05350,ἐκφοινίσσω,v,----------,,ἐκφοινίσσω,0
31363,ε05352,ἐκφοίτησις,n,n-s---fn3v,ἐκφοιτησέως,ἐκφοίτησις,0
31413,ε05401,ἐκφώνησις,n,n-s---fn3v,ἐκφωνησέως,ἐκφώνησις,0
31419,ε05407,ἐκχαρυβδίζω,v,----------,,ἐκχαρυβδίζω,0
31429,ε05417,ἐκχλοιόομαι,v,----------,,ἐκχλοιόομαι,0
31450,ε05438,ἐκχυμόω,v,----------,,ἐκχυμόω,0
31465,ε05454,ἐκχωρητικός,a,aps---mn1-,ἐκχωρητικός ἐκχωρητική ἐκχωρητικόν,ἐκχωρητικός,0
31478,,Ἐλαιβάριος,n,----------,,Ἐλαιβάριος,0
31482,ε05470,ἐλαιήεις,a,aps---mn4i,ἐλαιήεις ἐλαιήεσσα ἐλαιήεν,ἐλαιήεις,0
31524,ε05512,ἐλαιοσπάραγος,n,n-s---mn2-,ἐλαιοσπαράγου,ἐλαιοσπάραγος,0
31565,ε05552,ἐλαιωνοπαράδεισος,n,n-s---mn2-,ἐλαιωνοπαραδείσου,ἐλαιωνοπαράδεισος,0
31575,ε05561,ἐλασία,n,n-s---fn1l,ἐλασίας,ἐλασία,0
31576,ε05562,ἐλασίβροντος,a,aps---cn2-,ἐλασίβροντος ἐλασίβροντος ἐλασίβροντον,ἐλασίβροντος,0
31612,ε05599,ἐλαττονότης,n,n-s---fn3t,ἐλαττονότητος,ἐλαττονότης,0
31632,ε05619,ἐλαφόβοσκον,n,n-s---nn2-,ἐλαφοβόσκου,ἐλαφόβοσκον,0
31633,ε05620,ἐλαφοειδής,a,aps---cn5s,ἐλαφοειδής ἐλαφοειδής ἐλαφοειδές,ἐλαφοειδής,0
31668,ε05654,ἐλέατρος,n,n-s---mn2-,ἐλεάτρου,ἐλέατρος,0
31678,ε05664,ἐλεγεῖος,a,aps---mn1-,ἐλεγεῖος ἐλεγεῖα ἐλεγεῖον,ἐλεγεῖος,0
31684,ε05669,ἐλεγκτός,a,aps---mn1-,ἐλεγκτός ἐλεγκτή ἐλεγκτόν,ἐλεγκτός,0
31693,ε05679,ἐλεγχοειδής,a,aps---cn5s,ἐλεγχοειδής ἐλεγχοειδής ἐλεγχοειδές,ἐλεγχοειδής,0
31738,ε05722,ἕλεμα,n,n-s---nn3t,ἑλέματος,ἕλεμα,0
31741,,Ἑλένια,n,n-p---nn2-,Ἑλενίων,Ἑλένια,0
31752,ε05736,ἑλετός,a,aps---mn1-,ἑλετός ἑλετή ἑλετόν,ἑλετός,0
31787,ε05767,ἐλεφανταγωγός,n,----------,,ἐλεφανταγωγός,0
31815,ε05795,ἐλεφαντοφανής,a,aps---cn5s,ἐλεφαντοφανής ἐλεφαντοφανής ἐλεφαντοφανές,ἐλεφαντοφανής,0
31176,ε05164,ἑκτικεύομαι,v,----------,,ἑκτικεύομαι,0
22641,δ00867,δεριστήρ,n,n-s---mn3r,δεριστῆρος,δεριστήρ,0
22649,δ00874,δερματικός,a,aps---mn1-,δερματικός δερματική δερματικόν,δερματικός,0
31241,ε05229,ἐκτράπεζος,n,----------,,ἐκτράπεζος,0
6222,α06848,ἀνακεφαλαιόομαι,v,----------,,ἀνακεφαλαιόομαι,0
6238,α06863,ἀνακίρναμαι,v,----------,,ἀνακίρναμαι,0
31934,,Ἑλλανοδικεών,n,n-s---mn3n,Ἑλλανοδικεῶνος,Ἑλλανοδικεών,0
31943,ε05910,ἑλλεβοροποσία,n,n-s---fn1l,ἑλλεβοροποσίας,ἑλλεβοροποσία,0
31947,ε05914,ἔλλειμμα,n,n-s---nn3t,ἐλλείμματος,ἔλλειμμα,0
31964,,Ἑλληνικός,a,aps---mn1-,Ἑλληνικός Ἑλληνική Ἑλληνικόν,Ἑλληνικός,0
31995,ε05940,ἐλλοβόκαρπος,a,aps---cn2-,ἐλλοβόκαρπος ἐλλοβόκαρπος ἐλλοβόκαρπον,ἐλλοβόκαρπος,0
32008,ε05952,ἔλλοπος,n,n-s---mn2-,ἐλλόπου,ἔλλοπος,0
32021,ε05965,ἐλλυχνιωτός,a,aps---mn1-,ἐλλυχνιωτός ἐλλυχνιωτή ἐλλυχνιωτόν,ἐλλυχνιωτός,0
32051,ε05994,ἐλύδριον,n,n-s---nn2-,ἐλυδρίου,ἐλύδριον,0
32055,ε05998,ἔλυτρον,n,n-s---nn2-,ἐλύτρου,ἔλυτρον,0
32074,ε06014,ἐμβαδίζω,v,----------,,ἐμβαδίζω,0
32110,ε06050,ἐμβατός,a,----------,,ἐμβατός,0
32111,ε06051,ἐμβάφιον,n,n-s---nn2-,ἐμβαφίου,ἐμβάφιον,0
32128,ε06068,ἐμβλάστημα,n,n-s---nn3t,ἐμβλαστήματος,ἐμβλάστημα,0
32166,ε06107,ἔμβρεγμα,n,n-s---nn3t,ἐμβρέγματος,ἔμβρεγμα,0
32168,ε06109,ἐμβρεκτός,a,aps---mn1-,ἐμβρεκτός ἐμβρεκτή ἐμβρεκτόν,ἐμβρεκτός,0
32192,ε06133,ἐμβρυοδόχος,a,aps---cn2-,ἐμβρυοδόχος ἐμβρυοδόχος ἐμβρυοδόχον,ἐμβρυοδόχος,0
32220,ε06162,ἐμεσία,n,n-s---fn1l,ἐμεσίας,ἐμεσία,0
32224,ε06166,ἐμετήριος,a,aps---cn2-,ἐμετήριος ἐμετήριος ἐμετήριον,ἐμετήριος,0
32242,ε06183,ἔμμαλλος,a,aps---cn2-,ἔμμαλλος ἔμμαλλος ἔμμαλλον,ἔμμαλλος,0
32265,ε06206,ἐμμενετικός,a,aps---mn1-,ἐμμενετικός ἐμμενετική ἐμμενετικόν,ἐμμενετικός,0
32274,ε06215,ἐμμετάβολος,a,aps---cn2-,ἐμμετάβολος ἐμμετάβολος ἐμμετάβολον,ἐμμετάβολος,0
32280,ε06221,ἐμμηναῖος,a,aps---mn1-,ἐμμηναῖος ἐμμηναῖα ἐμμηναῖον,ἐμμηναῖος,0
32309,ε06250,ἔμμωμος,a,aps---cn2-,ἔμμωμος ἔμμωμος ἔμμωμον,ἔμμωμος,0
32326,ε06267,ἔμπαιος,a,aps---cn2-,ἔμπαιος ἔμπαιος ἔμπαιον,ἔμπαιος,0
32329,ε06270,ἐμπαιστικὴ,n,----------,,ἐμπαιστικὴ,0
32357,ε06298,ἔμπασμα,n,n-s---nn3t,ἐμπάσματος,ἔμπασμα,0
32388,ε06329,ἐμπειροπόλεμος,a,aps---cn2-,ἐμπειροπόλεμος ἐμπειροπόλεμος ἐμπειροπόλεμον,ἐμπειροπόλεμος,0
32389,ε06330,ἐμπειροπράγμων,a,aps---cn3n,ἐμπειροπράγμων ἐμπειροπράγμων ἐμπειροπράγμον,ἐμπειροπράγμων,0
32390,ε06331,ἔμπειρος,a,aps---cn2-,ἔμπειρος ἔμπειρος ἔμπειρον,ἔμπειρος,0
32391,ε06332,ἐμπειρότοκος,a,aps---cn2-,ἐμπειρότοκος ἐμπειρότοκος ἐμπειρότοκον,ἐμπειρότοκος,0
32392,ε06333,ἐμπείρω,v,----------,,ἐμπείρω,0
31842,ε05821,ἑλικοβλέφαρος,a,aps---cn2-,ἑλικοβλέφαρος ἑλικοβλέφαρος ἑλικοβλέφαρον,ἑλικοβλέφαρος,0
23318,δ01351,διαιρέσιμος,a,aps---cn2-,διαιρέσιμος διαιρέσιμος διαιρέσιμον,διαιρέσιμος,0
31888,ε05863,ἑλκήεις,a,aps---mn4i,ἑλκήεις ἑλκήεσσα ἑλκήεν,ἑλκήεις,0
32396,ε06337,ἐμπελάζω,v,----------,,ἐμπελάζω,0
6247,α06871,ἀνάκλαυσις,n,n-s---fn3v,ἀνακλαυσέως,ἀνάκλαυσις,0
32397,ε06338,ἐμπέλασις,n,n-s---fn3v,ἐμπελασέως,ἐμπέλασις,0
32399,ε06340,ἐμπελάτειρα,n,n-s---fn1s,ἐμπελάτειρας,ἐμπελάτειρα,0
32400,ε06341,ἐμπελάω,v,----------,,ἐμπελάω,0
32401,ε06342,ἐμπέλιος,a,aps---cn2-,ἐμπέλιος ἐμπέλιος ἐμπέλιον,ἐμπέλιος,0
32402,ε06343,ἐμπέλωρος,n,n-s---mn2-,ἐμπελώρου,ἐμπέλωρος,0
32403,ε06344,ἐμπέπτας,n,n-s---mn1a,ἐμπέπτου,ἐμπέπτας,0
32404,ε06345,ἐμπέραμος,a,aps---cn2-,ἐμπέραμος ἐμπέραμος ἐμπέραμον,ἐμπέραμος,0
32406,ε06347,ἐμπερής,a,aps---cn5s,ἐμπερής ἐμπερής ἐμπερές,ἐμπερής,0
32407,ε06348,ἐμπεριάγω,v,----------,,ἐμπεριάγω,0
32408,ε06349,ἐμπεριβάλλω,v,----------,,ἐμπεριβάλλω,0
32410,ε06351,ἐμπεριγράφω,v,----------,,ἐμπεριγράφω,0
32412,ε06353,ἐμπεριέρχομαι,v,----------,,ἐμπεριέρχομαι,0
32413,ε06354,ἐμπεριέχω,v,----------,,ἐμπεριέχω,0
32414,ε06355,ἐμπεριισχάνω,v,----------,,ἐμπεριισχάνω,0
32415,ε06356,ἐμπερικλείω,v,----------,,ἐμπερικλείω,0
32416,ε06357,ἐμπεριλαμβάνω,v,----------,,ἐμπεριλαμβάνω,0
32418,ε06359,ἐμπερίληψις,n,n-s---fn3v,ἐμπεριληψέως,ἐμπερίληψις,0
32419,ε06360,ἐμπερινοέω,v,----------,,ἐμπερινοέω,0
32421,ε06362,ἐμπεριοχή,n,n-s---fn1e,ἐμπεριοχῆς,ἐμπεριοχή,0
32422,ε06363,ἐμπεριπατέω,v,----------,,ἐμπεριπατέω,0
32423,ε06364,ἐμπεριπείρω,v,----------,,ἐμπεριπείρω,0
32424,ε06365,ἐμπεριπίπτω,v,----------,,ἐμπεριπίπτω,0
32425,ε06366,ἐμπεριπλέω,v,----------,,ἐμπεριπλέω,0
32426,ε06367,ἐμπεριποιέω,v,----------,,ἐμπεριποιέω,0
32427,ε06368,ἐμπεριρρήγνυμι,v,----------,,ἐμπεριρρήγνυμι,0
32429,ε06370,ἐμπεριστέγω,v,----------,,ἐμπεριστέγω,0
32431,ε06372,ἐμπερκάζω,v,----------,,ἐμπερκάζω,0
32432,ε06373,ἐμπερονατρίς,n,n-s---fn3d,ἐμπερονατρίδος,ἐμπερονατρίς,0
32433,ε06374,ἐμπερονάω,v,----------,,ἐμπερονάω,0
32434,ε06375,ἐμπερόνημα,n,n-s---nn3t,ἐμπερονήματος,ἐμπερόνημα,0
32436,ε06377,ἔμπεσον,n,----------,,ἔμπεσον,0
32438,ε06379,ἐμπετάννυμι,v,----------,,ἐμπετάννυμι,0
32439,ε06380,ἐμπέτασμα,n,n-s---nn3t,ἐμπετάσματος,ἐμπέτασμα,0
32440,ε06381,ἔμπετες,n,----------,,ἔμπετες,0
32441,ε06382,ἐμπέτομαι,v,----------,,ἐμπέτομαι,0
32442,ε06383,ἔμπετρος,a,aps---cn2-,ἔμπετρος ἔμπετρος ἔμπετρον,ἔμπετρος,0
32394,ε06335,ἐμπελάδην,r,----------,,ἐμπελάδην,0
6257,α06881,ἀνάκλητος,a,aps---cn2-,ἀνάκλητος ἀνάκλητος ἀνάκλητον,ἀνάκλητος,0
32395,ε06336,ἐμπελαδόν,r,----------,,ἐμπελαδόν,0
6276,α06900,ἀνακογχίζω,v,----------,,ἀνακογχίζω,0
6285,α06909,ἀνακοίνωσις,n,n-s---fn3v,ἀνακοινωσέως,ἀνακοίνωσις,0
32448,ε06389,ἐμπηδάω,v,----------,,ἐμπηδάω,0
32449,ε06390,ἐμπήδησις,n,n-s---fn3v,ἐμπηδησέως,ἐμπήδησις,0
32450,ε06391,ἐμπηκτέον,v,----------,,ἐμπηκτέον,0
32451,ε06392,ἐμπήκτης,n,n-s---mn1e,ἐμπήκτου,ἐμπήκτης,0
32453,ε06394,ἔμπηξις,n,n-s---fn3v,ἐμπηξέως,ἔμπηξις,0
32454,ε06395,ἔμπηρος,a,aps---cn2-,ἔμπηρος ἔμπηρος ἔμπηρον,ἔμπηρος,0
