00449197,r,9,"without assistance: ""I built this house single-handedly""",
102765,N0002819,n,10,None,
102766,N0002820,n,10,None,
102767,N0002821,n,10,None,
102768,N0002822,n,10,None,
102769,N0002823,n,10,None,
102770,N0002824,n,10,None,
102771,N0002825,n,10,None,
102772,N0002826,n,10,None,
102773,N0002827,n,10,None,
102774,N0002828,n,10,None,
102775,N0002829,n,10,None,
102777,N0002831,n,10,None,
102778,N0002832,n,10,None,
102779,N0002833,n,10,None,
102782,W0003052,n,10,"successione definita delle varie parti di uno spettacolo, un concerto, una manifestazione e simili",
102789,W0003085,n,10,movimento reale o apparente di un astro,2076
102785,W0003069,v,10,"sfruttare una situazione, una risorsa, un evento per ottenere qualcosa",
102784,W0003068,n,10,"qualsiasi intreccio di vario materiale, di forma diversa a seconda dello scopo cui è destinato",
102787,W0003074,n,10,"insieme di più imprese che producono gli stessi prodotti, soggette ad un'unica unità direttiva",1753
102788,W0003072,n,10,"specialmente nel ciclismo e nella corsa, insieme di concorrenti di una gara che procedono in formazione compatta",2638
102792,W0003075,n,10,"sistema di collegamenti, di distribuzione o di trasporto",
102786,W0003073,n,10,insieme coordinato di elementi che costituiscono un'unica entità o concorrono a una medesima funzione,
102791,W0003087,n,10,sistema di relazioni tra persone o gruppi di persone,
102790,W0003086,n,10,"insieme di persone che collaborano per svolgere attività di tipo artistico, intellettuale, politico o ricreativo",
102793,W0003089,n,10,None,
102794,W0003090,n,10,None,
102795,W0003091,n,10,None,
102796,W0003092,n,10,None,
102783,W0003053,v,10,percorrere verso il basso,
102723,N0002777,n,10,None,
102803,W0003103,n,10,quotazione di borsa di titoli e cambi,1769
102804,W0003104,n,10,ciascun anno di studi di una facoltà universitaria,1922
102823,W0003147,n,10,"nella grammatica generativa, l'uso effettivo della lingua in situazioni concrete, distinto dal sapere potenziale o competenza",1969
102807,W0003113,n,10,ciclo di studi e successione di classi in cui è strutturato un istituto di istruzione,1898
102830,W0003118,n,10,"in alcuni sport, specialmente nel ciclismo, gara in numerose tappe che percorre una determinata regione o nazione",2638
102806,W0003112,n,10,"specialmente nello sport, particolare abilità, bravura",
102811,W0003124,n,10,il complesso delle leggi e delle norme su cui si fonda una società e che costituiscono il fondamento della convivenza civile,1802
102831,W0003071,n,10,formazione costituita da due o più batterie o squadroni,1781
102808,W0003114,n,10,None,
102812,W0003129,n,10,serie di azioni o operazioni finalizzate ad un determinato scopo e rivolte ad un certo gruppo di persone,
102813,W0003132,n,10,ciascuno dei documenti con valore legale la cui natura varia a seconda dell'ambito e delle circostanze,
102814,W0003133,n,10,giudizio espresso per lo piu' in forma scritta da un superiore su un dipendente o da un insegnante su un allievo,
102824,W0003148,n,10,il modo in cui una cosa è realizzata,
102818,W0003140,n,10,punto di incontro o di congiunzione tra due o più elementi,
102825,W0003153,n,10,"il porre, o porsi, sotto l'azione di qualcosa, specialmente una situazione pericolosa",
102827,W0003158,v,10,"svolgere bene le proprie funzioni o mansioni, avere una buona prestazione",
102829,W0003164,v,10,"muoversi, spostarsi aderendo ad una superficie, procedere su un tracciato, lungo un percorso, dentro un condotto",
102805,W0003111,n,10,"ognuna delle categorie in cui vengono suddivisi autoveicoli, motoveicoli, aeromobili e imbarcazioni in base alla cilindrata, alla potenza, al peso, alla lunghezza e simili",1946
102819,W0003142,n,10,"nella tecnica delle costruzioni capacità di un materiale o di una struttura di sopportare uno sfozo senza subire rotture o variazioni a causa di particolari lavorazioni, riscaldamento, invecchiamento",2415
102816,W0003136,n,10,"il complesso dei massimi dirigenti di un ente, di un organismo, di un'impresa e simili",1820
102833,W0003167,a,10,che non implica responsabilità,
102817,W0003137,n,10,"movimento di lotta armata contro il nazifascismo in Italia e in Europa, durante la seconda guerra mondiale",2768
102810,W0003120,n,10,"preoccupazione o ansia eccessive relative a se stesso, al proprio aspetto fisico o alle proprie capacità, che scaturiscono dall'esasperazione di un dato reale",
102799,W0003099,n,10,stazione per la trasmissione di programmi radio o televisivi,1935
102798,W0003094,n,10,insieme delle persone nate nello stesso anno,
102834,W0003170,n,10,selezionate le foto che desiderate stampare tramite lo schermo a sfioramento,
102828,W0003161,a,10,"rivolto ad un fine, a qualcosa che si vuole ottenere",
102815,W0003134,n,10,comunicazione scritta per lo più di carattere ufficiale,
102820,W0003143,n,10,persona esperta che accompagna gli escursionisti nelle ascensioni e nelle scalate in alta montagna,2638
102826,W0003154,v,10,"rappresentare, significare",
102832,W0003155,v,10,lasciare dei segni indelebili su qualcuno,
102800,W0003101,n,10,None,2606
102801,W0003100,n,10,None,2606
102821,W0003144,n,10,"nella teologia cattolica, segno spirituale indelebile impresso nell'anima dai sacramenti del battesimo, della cresima e dell'ordine",1608
102822,W0003145,n,10,"in tipografia, piccolo parallelepipedo in lega o in legno che porta inciso a rovescio su una delle estremità il segno grafico per la stampa",1422
102865,W0020783,n,10,None,
102855,W0021154,n,10,ciascun lato di una foglia,2172
102856,W0021153,n,10,piccolo quadrato di tela rigida che copre il calice durante la messa,1565
102857,W0021156,n,10,"in tipografia, il pacco di composizione in piombo  destinato alla stampa",1422
102859,W0021150,n,10,"ognuna delle due piccole sfere di legno, bianca o nera, usate un tempo per esprimere rispettivamente il voto favorevole e quello contrario",2768
102873,W0020793,n,10,partito politico italiano nato negli anni Novanta del Novecento,1718
102843,N0002339,n,10,"cima delle Alpi Atesine, in Trentino Alto adige",
102844,N0002348,n,10,cima dell'Appennino calabrese,
102845,N0002349,n,10,cima dell'Appennino sardo,
102849,N0002602,a,10,None,
102850,N0002612,v,10,None,
102851,N0002626,v,10,None,
102852,N0002627,a,10,None,
102853,N0002650,a,10,None,
102836,W0003176,n,10,None,
102837,W0003177,a,10,relativo alla cinematica,2097
102838,W0003178,n,10,guardare un poliziesco alla TV,2606
102860,W0021149,n,10,peso metallico di forma sferica fissato con una catena al piede dei condannati,
102839,W0003181,n,10,chi fa delle riprese con la videocamera a livello amatoriale,2600
102862,W0020779,n,10,un camion contentente esplosivo usato come arma in attacchi terroristici,
102863,W0020781,n,10,l'assemblea legislativa della Unione Europea,
102864,W0020782,n,10,uno dei due rami del Parlamento Italiano,
102866,W0020784,n,10,periodo in cui rimane in carica una assemblea legislativa,
102867,W0020785,n,10,sistema di telecomunicazioni che permette la comunicazione tra i telefoni cellulari e la rete telefonica,
102869,W0020788,n,10,organo preposto a salvaguardia della Costituzione,
102875,W0020795,n,10,centro decisionale nell'organizzazione di una attività,
102870,W0020789,n,10,insieme di norme che disciplinano lo svolgimento di regolari elezioni,
102871,W0020790,n,10,patrimonio storico-artistico protetto dallo Stato con apposite leggi,
102874,W0020791,n,10,"uomo politico italiano, leader di Forza Italia",
102868,W0020794,n,10,chi coordina i ministri,
102872,W0020792,n,10,"chi ha funzione direttiva in enti pubblici, partiti politici ecc.",
102876,W0020797,n,10,attività educativa svolta dalle scuole pubbliche,
102877,W0020798,n,10,dicastero che organizza le attività didattiche pubbliche,
102879,W0020800,n,10,organo esecutivo dell'Unione europea,
102880,W0020803,n,10,"uomo politico italiano, leader dell'Ulivo",
102882,W0020805,n,10,governo italiano,
102884,W0020806,n,10,palazzo romano sede del governo italiano,
102886,W0020811,n,10,il secondo presidente della federazione russa,
102861,W0021148,n,10,"cosa che ha un rapporto di stretta affinità con un'altra, o collegata con un’altra",
102883,W0020808,n,10,Piazza Affari non segue la scia di Wall Street,
102847,N0002596,v,10,None,
102846,N0002594,a,10,None,
102878,W0020799,n,10,partito politico italiano nato dalla disgregazione del PCI,
102881,W0020804,n,10,celula non ancora differenziata che può essere capostipiti di un clone,
102885,W0020812,n,10,None,
102848,N0002601,v,10,None,
102840,W0003183,a,10,la frontiera e' a duecento metri,1467
102842,W0003185,n,10,tastiera con la distribuzione dei tasti adottata come standard in Italia,1355
102854,W0021155,n,10,"nell'uso giornalistico, sezione riservata ad articoli su un particolare argomento",1422
102889,W0020815,n,10,partito politico italiano di sinistra con sede a Roma in via delle Botteghe Oscure,
102890,W0020816,n,10,stadio calcistico di Milano,
102891,W0020817,n,10,(1978) il 254esimo papa,
102892,W0020818,n,10,settimo segretario generale delle Nazioni Unite,
102896,W0020819,n,10,quotidiano inglese di informazione finanziaria,
102897,W0020822,n,10,dicastero per la salvaguardia dei beni artistici,
102888,W0020814,n,10,compagnia automobilistica americana,
102894,W0020821,n,10,accordo di pace del 1978 tra Egitto e Stato d'Israele,
102903,W0020825,n,10,movimento di protesta politica e sociale contro gli effetti della globalizzazione,
102899,W0020776,n,10,None,
102900,W0020777,n,10,None,
102901,W0020778,n,10,None,
102895,W0020801,n,10,giornale quotidiano statunitense,
102904,W0020826,n,10,aderente al movimento di protesta dei no global,
102905,W0020827,n,10,elezioni che si svolgono in anticipo rispetto alla normale scadenza,
102906,W0020828,n,10,istituto di credito tedesco,
102907,W0020829,n,10,azienda telefonica serba,
102910,W0020834,n,10,None,
102911,W0020835,n,10,None,
102909,W0020832,n,10,filosofo italiano contemporaneo,
102914,W0020843,n,10,paese che ha fatto proprie la cultura e la lingua arabe,
102915,W0020844,n,10,"atto normativo che può essere adottato dal Governo, senza previa autorizzazione delle Camere, in casi di straordinaria necessità ed urgenza",
102916,W0020847,n,10,parte altamente specializzata di un esercito,
102913,W0020842,n,10,una delle università pubbliche di Roma,
102917,W0020848,n,10,reato consistente nell'aver attuato il tentativo di uccidere qualcuno,
102918,W0020849,n,10,reato di chi nel campo commerciale sfrutta mezzi che danneggiano i suoi concorrenti,
102919,W0020850,n,10,pubblicazione che raccoglie e rende note leggi e disposizioni di interesse pubblico,
102920,W0020851,n,10,ogni danno riconosciuto in giurisprudenza come dannoso alla normale vita di relazione,
102921,W0020852,n,10,manufatti artistici di epoca attuale o recente,
102924,W0020855,n,10,celebre inchiesta giudiziaria avviata dal tribunale di Milano contro la corruzione politica,
102925,W0020856,n,10,None,
102927,W0020858,n,10,None,
102928,W0020859,n,10,la quasi totalità,
102923,W0020854,n,10,la Procura riapre un'inchiesta giudiziaria,
102932,W0020867,n,10,"bene tutelato dalla legge per il suo interesse storico, artistico o scientifico",
102933,W0020868,n,10,chi si schiera in favore della legalizzazione delle sostanze stupefacenti,
102926,W0020857,n,10,cantante e attrice statunitense,
102934,W0020869,n,10,convocato a Roma da papa Pio IX nel 1869,
102935,W0020870,n,10,convocato da Giovanni XXIII nel 1961,
102898,W0020775,n,10,None,
102908,W0020830,n,10,azienda telefonica francese,
102912,W0020841,n,10,personalità della Chiesa Cattolica italiana,
102922,W0020853,n,10,fenomeno di corruzione politica dilagante venuto alla luce in Italia negli anni Novanta del Novecento,
102929,W0020860,n,10,maggioranza non risicata ma abbondante,
102930,W0020865,n,10,disciplina giuridica,
102931,W0020866,n,10,"attività economiche tradizionali, non totalmente informatizzate",
102939,W0020874,n,10,terza categoria del campionato di calcio italiano,
102940,W0020875,n,10,uomo politico italiano,
102941,W0020877,n,10,conclusione felice,
102942,W0020878,n,10,"uomo politico italiano, dal 1946 al 1953 otto volte presidente del consiglio",
102945,W0020882,n,10,entità territoriale amministrativa,
102943,W0020880,n,10,attore cinematografico scozzese,
102944,W0020881,n,10,magistrato a capo di una Procura della Repubblica italiana,
102946,W0020883,n,10,Ente preposto all'amministrazione della Lombardia,
102947,W0020884,n,10,complesso di enti e istituzioni a tutela della salute dei cittadini,
102948,W0020886,n,10,età che dà diritto alla pensione di anzianità,
102949,W0020887,n,10,il minimo importo percepibile come pensione,
102950,W0020888,n,10,quotidiano britannico,
102951,W0020889,n,10,quotidiano britannico,
102952,W0020890,n,10,magistrato con le funzioni del procuratore capo  ma soggetto alla sua supervisione,
102953,W0020891,n,10,None,
102958,W0020896,n,10,corrente elettrica di alto voltaggio,
102954,W0020892,n,10,"uomo politico israeliano, tre volte primo ministro (1977, 1984-1986, 1995-1996)",
102959,W0020897,n,10,forza elettromotrice per usi industriali,
102960,W0020898,n,10,attività commerciale supportata da infrastrutture informatiche,
102961,W0020899,n,10,organizzazione per il soccorso in zone di alta montagna,
102962,W0020900,n,10,"grandissima basilica di Città del Vaticano, luogo sacro per la religione cristiana",
102963,W0020901,n,10,benzina con alto numero di ottani,
102964,W0020903,n,10,altitudine elevata,
102965,W0020904,n,10,stile alimentare che prevede il recupero della tradizione e della cultura enogastronomiche,
102966,W0020905,n,10,la condizione di chi svolge un lavoro subordinato,
102968,W0020907,n,10,l'insieme dei partiti che governano,
102970,W0020911,n,10,gestione delle risorse interne a un'azienda,
102971,W0020912,n,10,parte finale della competizione sportiva,
102972,W0020913,n,10,filosofo italiano (1909-2004),
102976,W0020916,n,10,pubblico di sostenitori di uno sportivo o di una squadra sportiva,
102969,W0020910,n,10,ballerina classica italiana,
102977,W0020917,n,10,parte più accesa di una tifoseria,
102980,W0020921,n,10,regista cinematografico italiano,
102981,W0020922,n,10,regista cinematografico italiano,
102982,W0020923,n,10,regista cinematografico italiano,
102937,W0020872,n,10,massima categoria del campionato di calcio italiano,
102979,W0020919,n,10,paese del sud-est asiatico,
102983,W0020924,n,10,regista cinematografico italiano,
102984,W0020925,n,10,regista cinematografico italiano,
103247,W0005539,n,10,nativo o abitante della regione Veneto,
102974,W0020802,n,10,competizione calcistica tra le migliori squadre d'Europa,
102956,W0020894,n,10,stato di conflittualità,
102957,W0020895,n,10,stato di agitazione emotiva,
102967,W0020906,n,10,l'insieme delle possibili tecniche che consentono di avere figli in caso di problemi nella procreazione naturale,
102973,W0020914,n,10,tornei tra squadre di calcio di differenti paesi europei,
102975,W0020915,n,10,parte di spettatori di una competizione schierata con uno dei contendenti,
102988,W0020930,n,10,grado estremo di allerta militare,
102989,W0020932,n,10,insieme di problematiche relative alla moralità della vita politica italiana,
102991,W0020934,n,10,"lavoro in cui vengono impiegati disoccupati, cassintegrati, lavoratori in mobililità",
102990,W0020933,n,10,storico gruppo rock inglese,
102992,W0020935,n,10,persona impiegata in lavoro socialmente utile,
102993,W0020937,n,10,organizzazione del sistema di voto,
102994,W0020938,n,10,cattedrale parigina,
102995,W0020940,n,10,località che conserva reperti di interesse archeologico,
102996,W0020941,n,10,complesso monumentale romano,
102997,W0020942,n,10,massimo organo giudiziario,
102998,W0020943,n,10,organo che vigila sul bilancio preventivo e di gestione dello Stato,
102999,W0020944,n,10,tribunale provinciale che rivede i termini di concessione della libertà ai detenuti,
103000,W0020945,n,10,giudice di una Corte di Cassazione,
103003,W0020948,n,10,giudice per questioni minori,
103001,W0020946,n,10,giudice di un Tribunale del Riesame,
103002,W0020947,n,10,documenti all'esame del gip,
103004,W0020949,n,10,giudice che nel vecchio Codice Penale istruiva i processi,
103005,W0020950,n,10,assunzione della prova precedente il giudizio vero e proprio,
103006,W0020951,n,10,organismo formato da parlamentari e incaricato di un compito specifico,
103008,W0020953,n,10,gruppo di persone riunite per indagare su specifici temi o questioni,
103009,W0020954,n,10,assemblea consultiva internazionale dei vescovi,
103010,W0020955,n,10,organo dei vescovi della Chiesa Cattolica di una determinata zona,
103011,W0020956,n,10,organismo raggrupante tutti i vescovi italiani,
103013,W0020960,n,10,gara sciistica disputata in discesa su lunghi percorsi con slalom tra porte non molto vicine,
103014,W0020961,n,10,gara sciistica disputata in discesa su brevi percorsi con slalom tra porte ravvicinate,
103015,W0020962,n,10,ente che organizza l'assistenza sanitaria di una determinata zona,
103017,W0020964,n,10,autobus per il trasporto pubblico con percorso e orari fissi,
103018,W0020965,n,10,il settore economico delle imprese con fini sociali,
103019,W0020966,n,10,benzina senza piombo,
103020,W0020967,n,10,particolare bicicletta molto leggera e veloce per competizioni,
103026,W0020973,n,10,compagnia aerea ufficiale di uno stato,
103027,W0020974,n,10,"questione fondata su basi morali, teoriche, o speculative",
103028,W0020976,n,10,macchina da ufficio per eseguire calcoli,
103029,W0020977,n,10,None,
103021,W0020968,v,10,scendere per un'avaria o per l'atterraggio,
103022,W0020969,v,10,muoversi in senso ascensionale di un aereo,
102987,W0020929,n,10,stato di particolare attenzione a eventuali pericoli,
103030,W0020823,n,10,aderente al movimento politico antagonista detto delle Tute Bianche,
103248,W0005538,n,10,None,
103007,W0020952,n,10,insieme di parlamentari di una delle due Camere   provenienti dallo stesso partito,
103012,W0020959,n,10,gara sciistica di velocità nella discesa,
103016,W0020963,n,10,aereo per il trasporto di passeggeri che percorre regolarmente una data rotta,
103024,W0020971,n,10,"fecondazione attuata in laboratorio, all'esterno dell'apparato genitale femminile",
103025,W0020972,n,10,insieme delle spese statali,
103034,W0020981,n,10,il reato di chi appartiene a un gruppo organizzato di malviventi,
103035,W0020982,n,10,fallimento doloso di un imprenditore,
103036,W0020983,n,10,funzionario a capo del servizio sanitario di un comune,
103040,W0020988,n,10,ufficio per la promozione di indagini e di azioni penali a tutela dei diritti di interesse pubblico,
103037,W0020984,n,10,senato del Parlamento Italiano,
103038,W0020986,n,10,visitare gli scavi di Pompei,
103039,W0020987,n,10,sito archeologico italiano,
103041,W0020989,n,10,ufficio preposto all'osservanza dei regolamenti d'igiene,
103043,W0020990,n,10,sequenza temporale di svolgimento,
103032,W0020979,n,10,collisione che coinvolge mezzi circolanti sulla strada,
103044,W0020991,n,10,sequenza che rispecchia la posizione che le lettere iniziali degli oggetti ordinati hanno nell'alfabeto,
103050,W0020997,n,10,fonte che garantisce l'autenticità delle notizie diffuse,
103045,W0020992,n,10,organismo governativo svizzero dotato di potere esecutivo,
103046,W0020993,n,10,cantautore italiano,
103047,W0020994,n,10,cantautore italiano,
103048,W0020995,n,10,cantautore italiano,
103049,W0020996,n,10,cantautore italiano,
103051,W0020998,n,10,fonte non disposta a divulgare la sua identità o a garantire la veridicità delle notizie diffuse,
103054,W0021001,n,10,gara ciclistica a tappe,
103052,W0020999,n,10,la maglia che spetta al primo in classifica nel Tour de France,
103053,W0021000,n,10,la maglia che spetta al primo in classifica nel Giro d'Italia,
103076,W0021006,n,10,dicastero preposto alla garanzia di pari opportunità per le categorie sociali svantaggiate,
103056,W0021007,n,10,parte di un sito archeologico destinata all'accoglienza di visitatori,
103059,W0021011,n,10,contratto di gestione di un servizio o di compimento di un'opera,
103060,W0021012,n,10,concorso pubblico per aggiudicarsi la gestione di un servizio o il compimento di un'opera,
103058,W0021009,n,10,attrice svedese,
103064,W0021016,n,10,compartecipazione nell'esecuzione di un reato,
103065,W0021017,n,10,None,
103066,W0021018,n,10,qualcuno che si conosce da molto tempo,
103069,W0021021,n,10,arma di facile trasportabilità,
103072,W0021024,n,10,reparto di un esercito destinato al trasporto e all'uso di armi di grosso calibro,
103073,W0021025,n,10,notizie relative a delitti,
103074,W0021026,n,10,notizie relative a matrimoni e love story di personaggi famosi,
103075,W0021027,n,10,congiuntura molto negativa,
103077,W0021028,n,10,dicastero per la tutela dell'ordine pubblico,
103067,W0021130,n,10,"parte o posizione iniziale di una fila, di uno schieramento e simili",
103061,W0021013,n,10,None,
103042,W0020879,n,10,parte conclusiva di un periodo caratterizzato da eventi od attività particolari,
103055,W0021005,n,10,equità nella distribuzione di occasioni favorevoli,
103057,W0021008,n,10,complesso edilizio e di servizi per l'accoglienza di turisti,
103062,W0021014,n,10,"lavoro non regolato da un contratto, o non tutelato da norme sindacali o legali",
103070,W0021022,n,10,arma dotata di punta o di parte tagliente,
103071,W0021023,n,10,per attacchi a lunga gittata,
103063,W0021131,n,10,raffigurazione di una testa umana,
103079,W0021030,n,10,attrice statunitense,
103093,W0021051,v,10,distruggere quello che resta dopo la propria ritirata,
103081,W0021032,n,10,organizzazione sindacale italiana,
103082,W0021033,n,10,organizzazione sindacale italiana,
103083,W0021034,n,10,organizzazione sindacale italiana,
103086,W0021038,n,10,"relazioni commerciali, potenziali o effettive, con gli acquirenti di altri paesi",
103091,W0021040,n,10,organismo di comando con competenze sovralocali,
103092,W0021045,n,10,un ente o una società fiscalmente o legalmente considerati,
103090,W0021047,n,10,figlia senza fratelli,
103102,W0021049,n,10,"condizione di mancanza di comunicazione, in una negoziazione o in battaglia",
103088,W0021044,n,10,l'individuo legalmente e fiscalmente considerato,
103089,W0021046,n,10,ostacolo difficile da superare che acquista anche valore di intoppo psicologico,
103107,W0021070,v,10,essere il turno di qualcuno,
103109,W0021076,v,10,usare tecnica e segni convenzionali della scrittura di una data lingua,
103110,W0021077,v,10,tracciare segni,
103112,W0021080,v,10,avere nome,
103100,W0021059,n,10,ammaestramento impartito dalla vita pratica,
103103,W0021065,n,10,componente di un team sportivo,
103115,W0021087,v,10,"provare, anche in modo confuso, la sensazione che le cose stiano in un certo modo",
103098,W0021060,n,10,indirizzo di studi,
103116,W0021088,v,10,riuscire a comunicare non verbalmente,
103097,W0021058,n,10,scuola dove si insegna a ballare,
103105,W0021067,n,10,persona di sesso maschile che svolge su incarico una mansione,
103104,W0021066,n,10,"qualcosa meno del tutto dal punto di vista della quantità, della funzione, della estensione nello spazio o nel tempo",
103111,W0021079,n,10,compiti svolti collegialmente da organismi appositi,
103106,W0021147,n,10,appellativo delle infermiere della Croce Rossa,
103123,W0021096,n,10,uomo benestante di notevoli possibilitá economiche che conduce una vita agiata senza essere costretto a lavorare,2516
103114,W0021082,n,10,persona di sesso famminile di cui non ci si ricordi il nome,
103120,W0021126,n,10,"macchina da ripresa fotografica, cinematografica  o televisiva","1935,2527"
103121,W0021128,n,10,primo prodotto della distillazione,2111
103080,W0021031,v,10,incoraggiare attribuendo affidabilità,
103122,W0021125,n,10,base inferiore di un carattere tipografico,1422
103094,W0021052,v,10,rompere qualsiasi trattativa in una negoziazione,
103095,W0021053,v,10,interrompere ogni rapporto,
103084,W0021036,n,10,figlio senza fratelli,
103108,W0021071,n,10,qualsiasi superficie superiore curva,
103113,W0021083,n,10,persona di sesso maschile di cui non ci si ricorda il nome,
103096,W0021055,v,10,dare inizio a una conversazione,
103099,W0021061,v,10,rappresentare un esempio valido da seguire,
103101,W0021062,v,10,tenere lezioni su una determinata materia,
103117,W0021089,v,10,essere in buoni rapporti,
103118,W0021092,v,10,avere la facoltà di percepire uditivamente,
103119,W0021093,v,10,avere la facoltà della vista,
103141,W0021136,n,10,"strumento di misura della lughezza di un metro costituito da un regolo, rigido o pieghevole, o da una striscia di materiale flessibile, suddiviso nei suoi sottomultipli",1951
103143,W0021134,n,10,pianale di un carro su cui viene trasportato materiale vario,1946
103145,W0021132,n,10,guarnizione su cui vengono adagiate le vivande,1957
103152,W0021111,n,10,"trasparenza, limpidezza, purezza, qualitá di una pietra preziosa",2474
103129,W0021103,n,10,segno grafico consistente in un minuscolo tondino assunto per rappresentare diversi concetti e valori,
103125,W0021098,n,10,breve composizione per pianoforte,2536
103126,W0021099,n,10,"con diverse specificazioni, indica varie grandezze, scalari o vettoriali, definite dal prodotto di una particolare grandezza per la velocitá",2097
103146,W0021104,n,10,ognuna delle due direzioni in cui si muove il traffico dei veicoli e di persone in una strada,"1707,1946"
103128,W0021101,n,10,elemento di sutura che si dá per far rimarginare una ferita,2259
103135,W0021141,n,10,suono o rumore fastidioso che si ripete con insistenza,
103132,W0021144,n,10,breve componimento in rima di carattere popolare in cui la donna amata è simboleggiata da un fiore,2657
103147,W0021105,n,10,"nella letteratura medievale, racconto didascalico ed edificante",2657
103149,W0021107,n,10,"nel ciclismo, automobilismo e motociclismo, la lunghezza del mezzo, adottata nelle gare come unità di misura per indicare il distacco tra un concorrente e l’altro",2638
103150,W0021108,n,10,somma versata mensilmente,1753
103133,W0021143,n,10,"varietà pregiata di feldspato, di colore bianco grigiastro con riflessi lucenti e rossastri","2121,2474"
103134,W0021142,n,10,figura dei tarocchi,2637
103153,W0021110,n,10,"nome generico di soluzioni acquose o alcoliche di preparazione alimentare, farmaceutica, chimica, ecc.","2111,2248,2354"
103142,W0021135,n,10,il padre e la madre insieme,
103156,W0021114,n,10,"uomo che svolge una funzione di guida, con sollecitudine paterna, nei confronti di qualcuno",2516
103157,W0021115,n,10,il corrispettivo di una giornata di lavoro,1753
103158,W0021116,n,10,"misura approssimativa di distanza, corrispondente al cammino che può essere percorso in un giorno",1951
103159,W0021117,n,10,"giorno prefissato, destinato agli incontri fra le diverse squadre di un campionato",2638
103154,W0021112,n,10,liquido presente in alcune piante e frutti,
103137,W0021139,n,10,breve tragitto che si compie trasportando qualcosa da un posto a un altro,
103136,W0021140,n,10,"spostamento immaginario, fatto con la fantasia",
103151,W0021109,n,10,"nell'organizzazione della mafia, gruppo di individui legati dal vincolo dell'omertá e dell'assoluta obbedienza agli ordini di un capo","1675,1802"
103127,W0021100,n,10,"periodo di tempo di varia durata, considerato in relazione alle circostanze che lo caratterizzano, condizione particolare e caratteristica di un periodo",
103138,W0021151,n,10,"figura costituita da un numero determinato di sfere collocate sugli scudi nobiliari, simbolo di costanza, stabilità e immunità",2794
103144,W0021133,n,10,qualsiasi cosa o struttura su cui coricarsi,
103131,W0021145,n,10,"tale astro, ed i fenomeni ad esso relativi, visti dalla Terra",
103130,W0021146,n,10,parte superiore o superficiale di qualcosa,
103155,W0021113,n,10,titolo e appellativo che si dà alle suore professe o a quelle che hanno cariche particolari,1565
103139,W0021138,n,10,i mobili e l'arredamento in genere per lo studio,2410
103140,W0021137,n,10,locale attrezzato per l'esercizio di una professione o di un'attività,2415
103171,W0021167,n,10,brano delle Scritture letto o cantato durante l'ufficio mattutino e nella prima parte della messa,1658
103172,W0021165,n,10,unità didattica in cui è ripartito un testo scolastico,1898
103178,W0021157,n,10,"ciò che è scritto in una pagina, il suo contenuto",
103182,W0021173,n,10,"in senso scherzoso, persona a cui si è uniti in matrimonio o a cui si è legati sentimentalmente",
103183,W0021175,n,10,donna ricca e benestante che può permettersi una vita agiata,2516
103167,W0021170,n,10,foglietto usato per brevi comunicazioni,
103173,W0021164,n,10,ciascuno dei piani che costituiscono la superficie di un poliedro o di un cristallo,"2066,2121"
103174,W0021163,n,10,ciascuno dei due lati di un corpo celeste rispetto a chi osserva,2076
103184,W0021176,n,10,padrona di casa rispetto al personale di servizio,2516
103168,W0021169,n,10,"usato in formule di commiato, spec. nella corrispondenza",
103185,W0021177,n,10,epiteto della Madonna,1565
103186,W0021178,n,10,spazio aereo,1942
103175,W0021162,n,10,"anticamente, unità di misura di capacità per aridi, usata in Italia con valori variabili a seconda delle regioni","1951,2768"
103188,W0021181,n,10,"errore di stampa che consiste nell'omissione involontaria di lettere, parole o righe durante la composizione",1422
103189,W0021182,n,10,"nello sci, paletto o coppia di paletti indicanti il passaggio obbligato per i concorrenti nelle gare di slalom",2646
103180,W0021158,n,10,"avvenimento importante, evento memorabile",
103191,W0021185,n,10,salario di una settimana di lavoro,1753
103193,W0021187,n,10,"periodo più o meno di di sette giorni in cui si svolge una qualsiasi manifestazione sociale, artistica, culturale",1463
103162,W0021120,n,10,None,
103195,W0021190,n,10,ciascuno dei brani musicali che compongono un CD o un LP,2536
103198,W0021194,n,10,gara di resistenza che si disputa sulla lunga distanza,2638
103199,W0021197,n,10,"in una biblioteca, complesso di volumi provenienti da un'altra biblioteca o da una donazione e contrassegnati col nome dell'antico proprietario",2657
103200,W0021201,n,10,denominazione di vari istituti e organizzazioni finanziarie,1782
103201,W0021200,n,10,"patrimonio costituito e riconosciuto per legge, fornito di autonomia amministrativa",1753
103187,W0021180,n,10,appellativo con cui si chiamavano tra loro i membri della Carboneria,
103202,W0021198,n,10,voce di bilancio relativa a risorse da destinarsi a specifiche esigenze,2381
103197,W0021188,n,10,tratto più o meno esteso di una superficie,
103196,W0021191,n,10,"oggetto che, unito ad altri, costituisce una serie omogenea, un complesso organicamente o funzionalmente unitario",
103163,W0021121,n,10,personalità di spicco in un determinato campo,2516
103176,W0021161,n,10,"nel linguaggio religioso, stato di beatitudine e di abbandono a Dio",1565
103164,W0021122,n,10,"nella concezione cristiana, ogni uomo in quanto figlio dello stesso Padre celeste","1658,2516"
103166,W0021172,n,10,periodo di degenza ospedaliera,2232
103181,W0020909,n,10,ospedale romano,
103190,W0021183,n,10,elemento di chiusura o apertura di un vano o di veicoli,
