,ἐπιτετραμερής,a,aps---cn5s,ἐπιτετραμερής ἐπιτετραμερής ἐπιτετραμερές,,,,,0
39576,ε13495,ἐπίψυξις,n,n-s---fn3v,ἐπιψυξέως,,,,,0
39577,ε13496,ἐπιψύχω,v,----------,,,,,,0
39578,ε13497,ἐπιψωμίζω,v,----------,,,,,,0
39579,ε13498,ἐπιωγαί,r,----------,,,,,,0
39580,ε13499,ἐπιωνικὸν,n,----------,,,,,,0
39581,ε13500,ἐπιώψατο,n,----------,,,,,,0
39582,ε13501,ἔπλε,n,----------,,,,,,0
39583,ε13502,ἔπληντο,n,----------,,,,,,0
39585,ε13505,ἔπογκος,a,aps---cn2-,ἔπογκος ἔπογκος ἔπογκον,,,,,0
39586,ε13506,ἐπογκόω,v,----------,,,,,,0
39587,ε13507,ἐπογμεύω,v,----------,,,,,,0
39589,ε13509,ἐπόδια,n,----------,,,,,,0
39590,ε13510,ἐποδύρομαι,v,----------,,,,,,0
39591,ε13511,ἐπόζω,v,----------,,,,,,0
39592,ε13512,ἐποίγνυμι,v,----------,,,,,,0
39593,ε13513,ἐποιδαίνω,v,----------,,,,,,0
39595,ε13515,ἐποίδησις,n,n-s---fn3v,ἐποιδησέως,,,,,0
39596,ε13516,ἐποιδίσκομαι,v,----------,,,,,,0
39597,ε13517,ἐποίζω,v,----------,,,,,,0
39598,ε13518,ἐποικέω,v,----------,,,,,,0
39599,ε13519,ἐποικία,n,n-s---fn1l,ἐποικίας,,,,,0
39600,ε13520,ἐποικίδιος,a,aps---mn1-,ἐποικίδιος ἐποικίδια ἐποικίδιον,,,,,0
39601,ε13521,ἐποικίζω,v,----------,,,,,,0
39602,ε13522,ἐποίκιον,n,n-s---nn2-,ἐποικίου,,,,,0
39603,ε13523,ἐποίκισις,n,n-s---fn3v,ἐποικισέως,,,,,0
39604,ε13524,ἐποικισμός,n,----------,,,,,,0
39605,ε13525,ἐποικοδομέω,v,----------,,,,,,0
39607,ε13527,ἐποικοδόμησις,n,n-s---fn3v,ἐποικοδομησέως,,,,,0
39608,ε13528,ἐποικοδομία,n,n-s---fn1l,ἐποικοδομίας,,,,,0
39609,ε13529,ἐποικονομέομαι,v,----------,,,,,,0
39610,ε13530,ἐποικονομητέον,a,----------,,,,,,0
39611,ε13531,ἐποικονομία,n,n-s---fn1l,ἐποικονομίας,,,,,0
39612,ε13532,ἔποικος,n,n-s---mn2-,ἐποίκου,,,,,0
39613,ε13533,ἐποικουρέω,v,----------,,,,,,0
39615,ε13535,ἐποικτίζω,v,----------,,,,,,0
39617,ε13537,ἔποικτος,a,aps---cn2-,ἔποικτος ἔποικτος ἔποικτον,,,,,0
39618,ε13538,ἐποιμώζω,v,----------,,,,,,0
39619,ε13539,ἐποίνιος,a,aps---cn2-,ἐποίνιος ἐποίνιος ἐποίνιον,,,,,0
39620,ε13540,ἐποιστέον,v,----------,,,,,,0
39566,ε13485,ἐπιψηλαφάω,v,----------,,,,,,0
39623,ε13543,ἐποίχομαι,v,----------,,,,,,0
39624,ε13545,ἐποιωνίζομαι,v,----------,,,,,,0
39625,ε13546,ἐποκέλλω,v,----------,,,,,,0
39626,ε13547,ἐποκλάζω,v,----------,,,,,,0
39627,ε13548,ἐποκριάω,v,----------,,,,,,0
39630,ε13551,ἐποκτωκαιδέκατος,n,----------,,,,,,0
39631,ε13552,ἐπολβίζω,v,----------,,,,,,0
39632,ε13553,ἔπολβος,a,aps---cn2-,ἔπολβος ἔπολβος ἔπολβον,,,,,0
39633,ε13554,ἐπόλιος,n,n-s---mn2-,ἐπολίου,,,,,0
39634,ε13555,ἐπολισθάνω,v,----------,,,,,,0
39635,ε13556,ἔπολμις,n,----------,,,,,,0
39636,ε13557,ἐπολολύζω,v,----------,,,,,,0
39637,ε13558,ἐπολοφύρομαι,v,----------,,,,,,0
39638,ε13559,ἕπομαι,v,----------,,,,/hé.po.mai̯/,,0
39639,ε13560,ἐπομβρέω,v,----------,,,,,,0
39640,ε13561,ἐπόμβρησις,n,n-s---fn3v,ἐπομβρησέως,,,,,0
39641,ε13562,ἐπομβρία,n,n-s---fn1l,ἐπομβρίας,,,,,0
39642,ε13563,ἐπομβρίζω,v,----------,,,,,,0
39644,ε13565,ἔπομβρος,a,aps---cn2-,ἔπομβρος ἔπομβρος ἔπομβρον,,,,,0
39645,ε13566,ἑπομένως,r,----------,,,,,,0
39646,ε13567,ἐπόμιλλος,n,----------,,,,,,0
39647,ε13568,ἐπομμάδιος,n,----------,,,,,,0
39648,ε13569,ἐπόμμασις,n,n-s---fn3v,ἐπομμασέως,,,,,0
39649,ε13570,ἐπόμνυμι,v,----------,,,,,,0
39652,ε13573,ἐπονήμενοι,n,----------,,,,,,0
39653,ε13574,ἐπόνησις,n,n-s---fn3v,ἐπονησέως,,,,,0
39654,ε13576,ἐπονομάζω,v,----------,,,,,,0
39655,ε13577,ἐπονομαστέον,v,----------,,,,,,0
39656,ε13578,ἐπονομαστικῶς,n,----------,,,,,,0
39657,ε13579,ἐποξίζω,v,----------,,,,,,0
39658,ε13580,ἐποξύνω,v,----------,,,,,,0
39659,ε13581,ἔποξυς,n,----------,,,,,,0
39660,ε13582,ἐποπάζω,v,----------,,,,,,0
39661,ε13583,ἐποπίζομαι,v,----------,,,,,,0
39662,ε13584,ἐπόπισθεν,r,----------,,,,,,0
39663,ε13585,ἐποποῖ,n,----------,,,,,,0
39664,ε13586,ἐποποιία,n,n-s---fn1l,ἐποποιίας,,,/e.po.poi̯.í.aː/,,0
39666,ε13588,ἐποποιός,n,----------,,,,,,0
39667,ε13589,ἔποπος,n,----------,,,,,,0
39668,ε13590,ἐποπτάω,v,----------,,,,,,0
39669,ε13591,ἐποπτεία,n,n-s---fn1l,ἐποπτείας,,,,,0
39670,ε13592,ἐπόπτειρα,n,n-s---fn1s,ἐπόπτειρας,,,,,0
39671,ε13593,ἐποπτεύω,v,----------,,,,,,0
39672,ε13594,ἐποπτήρ,n,n-s---mn3r,ἐποπτῆρος,,,,,0
39673,ε13595,ἐπόπτης,n,n-s---mn1e,ἐπόπτου,,,,,0
39675,ε13597,ἔποπτις,n,n-s---fn3d,ἐπόπτιδος,,,,,0
39676,ε13599,ἔποπτος,a,aps---cn2-,ἔποπτος ἔποπτος ἔποπτον,,,,,0
39622,ε13542,ἐποιχνέω,v,----------,,,,,,0
39680,ε13603,ἐποργίζομαι,v,----------,,,,,,0
39681,ε13604,ἐπορέγω,v,----------,,,,,,0
39683,ε13605,ἐπορέομαι,v,----------,,,,,,0
39684,ε13606,ἐπορθιάζω,v,----------,,,,,,0
39685,ε13607,ἐπορθρεύω,v,----------,,,,,,0
39686,ε13608,ἐπορθρισμός,n,----------,,,,,,0
39687,ε13609,ἐποριγνάομαι,v,----------,,,,,,0
39688,ε13610,ἐπορίνω,v,----------,,,,,,0
39690,ε13612,ἐπορμάω,v,----------,,,,,,0
39691,ε13613,ἐπόρνυμι,v,----------,,,,,,0
39692,ε13615,ἐπορούω,v,----------,,,,,,0
39693,ε13616,ἐποροφόω,v,----------,,,,,,0
39694,ε13617,ἐπόρυξις,n,n-s---fn3v,ἐπορυξέως,,,,,0
39695,ε13618,ἐπορύττω,v,----------,,,,,,0
39696,ε13619,ἐπορχέομαι,v,----------,,,,,,0
39697,ε13620,ἔπος,n,n-s---nn3s,ἔπεος,,n-s---ng3s=ἔπους,/é.pos/,,0
39698,ε13621,ἐποστρακίζω,v,----------,,,,,,0
39700,ε13623,ἐποτοτύζω,v,----------,,,,,,0
39701,ε13624,ἐποτρύνω,v,----------,,,,,,0
39703,ε13626,ἐπουλίς,n,n-s---fn3d,ἐπουλίδος,,,,,0
39704,ε13627,ἔπουλος,a,aps---cn2-,ἔπουλος ἔπουλος ἔπουλον,,,,,0
39705,ε13628,ἐπουλόω,v,----------,,,,,,0
39706,ε13629,ἐπούλωσις,n,n-s---fn3v,ἐπουλωσέως,,,,,0
39708,ε13632,ἐπουραῖος,a,aps---mn1-,ἐπουραῖος ἐπουραῖα ἐπουραῖον,,,,,0
39709,ε13631,ἐπουράνιος,a,aps---cn2-,ἐπουράνιος ἐπουράνιος ἐπουράνιον,,aps---mn1-=ἐπουράνιος aps---fn1-=ἐπουράνια aps---nn1-=ἐπουράνιον,/e.poː.rá.ni.os/,,0
39710,ε13633,ἐπουρέω,v,----------,,,,,,0
39711,ε13634,ἐπουριάζω,v,----------,,,,,,0
39712,ε13635,ἐπουρίζω,v,----------,,,,,,0
39713,ε13636,ἔπουρος,a,aps---cn2-,ἔπουρος ἔπουρος ἔπουρον,,,,,0
39714,ε13637,ἐπουρόω,v,----------,,,,,,0
39715,ε13638,ἐπούρωσις,n,n-s---fn3v,ἐπουρωσέως,,,,,0
39716,ε13639,ἐπουσία,n,n-s---fn1l,ἐπουσίας,,,,,0
39718,ε13641,ἐπουσιώδης,a,aps---cn3s,ἐπουσιώδης ἐπουσιώδης ἐπουσιώ͂δες,,,,,0
39719,ε13642,ἐποφείλω,v,----------,,,,,,0
39720,ε13643,ἐποφθαλμέω,v,----------,,,,,,0
39721,ε13644,ἐποφθαλμιάω,v,----------,,,,,,0
39722,ε13645,ἐποφθαλμίζω,v,----------,,,,,,0
39723,ε13646,ἐποφλισκάνω,v,----------,,,,,,0
39724,ε13647,ἐποφρύδιον,n,n-s---nn2-,ἐποφρυδίου,,,,,0
39725,ε13648,ἐποχέομαι,v,----------,,,,,,0
39726,ε13649,ἐποχετεία,n,n-s---fn1l,ἐποχετείας,,,,,0
39727,ε13650,ἐποχέτευσις,n,n-s---fn3v,ἐποχετευσέως,,,,,0
39728,ε13651,ἐποχετεύω,v,----------,,,,,,0
39729,ε13652,ἐποχεύς,n,n-s---mn3v,ἐποχέως,,,,,0
39730,ε13653,ἐποχεύω,v,----------,,,,,,0
39731,ε13654,ἐποχή,n,n-s---fn1e,ἐποχῆς,,,/e.po.kʰɛ̌ː/,,0
39679,ε13602,ἐποργιάζω,v,----------,,,,,,0
39735,ε13658,ἐποχλίζομαι,v,----------,,,,,,0
39736,ε13659,ἐποχμάζω,v,----------,,,,,,0
39737,ε13660,ἔποχον,n,n-s---nn2-,ἐπόχου,,,,,0
39738,ε13661,ἔποχος,a,aps---cn2-,ἔποχος ἔποχος ἔποχον,,,,,0
39739,ε13662,ἔποψ,n,n-s---mn3l,ἔποπος,,,,,0
39740,ε13663,ἐποψάομαι,v,----------,,,,,,0
39741,ε13664,ἐποψειασμός,n,----------,,,,,,0
39742,ε13665,ἐπόψημα,n,n-s---nn3t,ἐποψήματος,,,,,0
39744,ε13667,ἐποψία,n,n-s---fn1l,ἐποψίας,,,,,0
39745,ε13668,ἐποψίδιος,a,aps---cn2-,ἐποψίδιος ἐποψίδιος ἐποψίδιον,,,,,0
39746,ε13669,ἐπόψιμος,a,aps---cn2-,ἐπόψιμος ἐπόψιμος ἐπόψιμον,,,,,0
39748,ε13671,ἔποψις,n,n-s---fn3v,ἐποψέως,,,/é.pop.sis/,,0
39749,ε13672,ἐπόψομαι,v,v1spid--1-,,,,/e.póp.so.mai̯/,,0
39750,ε13673,ἔππασις,n,----------,,,,,,0
39751,ε13674,ἐπράθην,n,----------,,,,,,0
39752,ε13675,ἔπραθον,n,----------,,,,,,0
39753,ε13676,ἔπρεσε,n,----------,,,,,,0
39754,ε13677,ἔπρηξα,n,----------,,,,,,0
39755,ε13678,ἔπρησα,n,----------,,,,,,0
39756,ε13682,ἑπτά,m,----------,,,,,,0
39757,ε13683,ἑπταβόειος,a,aps---cn2-,ἑπταβόειος ἑπταβόειος ἑπταβόειον,,,,,0
39758,ε13684,ἑπτάβοιος,a,aps---cn2-,ἑπτάβοιος ἑπτάβοιος ἑπτάβοιον,,,,,0
39760,ε13686,ἑπτάγλωσσος,a,aps---cn2-,ἑπτάγλωσσος ἑπτάγλωσσος ἑπτάγλωσσον,,,,,0
39761,ε13687,ἑπταγράμματος,a,aps---cn2-,ἑπταγράμματος ἑπταγράμματος ἑπταγράμματον,,,,,0
39762,ε13688,ἑπταγωνικός,a,aps---mn1-,ἑπταγωνικός ἑπταγωνική ἑπταγωνικόν,,,,,0
39763,ε13689,ἑπτάγωνος,a,aps---cn2-,ἑπτάγωνος ἑπτάγωνος ἑπτάγωνον,,,,,0
39764,ε13691,ἑπταδεύω,v,----------,,,,,,0
39765,ε13692,ἑπτάδουλος,n,----------,,,,,,0
39767,ε13694,ἑπτάδρομος,a,aps---cn2-,ἑπτάδρομος ἑπτάδρομος ἑπτάδρομον,,,,,0
39768,ε13695,ἑπτάδυμος,a,aps---cn2-,ἑπτάδυμος ἑπτάδυμος ἑπτάδυμον,,,,,0
39769,ε13696,ἑπτάειδος,a,aps---cn2-,ἑπτάειδος ἑπτάειδος ἑπτάειδον,,,,,0
39770,ε13697,ἑπταεικοσαπλασίων,a,aps---cn3n,ἑπταεικοσαπλασίων ἑπταεικοσαπλασίων ἑπταεικοσαπλασίον,,,,,0
39771,ε13698,ἑπτάενος,a,aps---cn2-,ἑπτάενος ἑπτάενος ἑπτάενον,,,,,0
39772,ε13699,ἕπταεξ,n,----------,,,,,,0
39773,ε13700,ἑπταετής,a,aps---cn5s,ἑπταετής ἑπταετής ἑπταετές,,,,,0
39774,ε13701,ἑπταετία,n,n-s---fn1l,ἑπταετίας,,,,,0
39775,ε13702,ἑπτάζωνος,a,aps---cn2-,ἑπτάζωνος ἑπτάζωνος ἑπτάζωνον,,,,,0
39777,ε13704,ἑπτάθεος,a,aps---cn2-,ἑπτάθεος ἑπτάθεος ἑπτάθεον,,,,,0
39778,ε13751,ἑπταῖος,a,aps---mn1-,ἑπταῖος ἑπταῖα ἑπταῖον,,,,,0
39779,ε13705,ἑπτακαίδεκα,n,----------,,,,,,0
39781,ε13690,ἑπταδεκέτης,n,----------,,,,,,0
39734,ε13657,ἐποχλεύς,n,n-s---mn3v,ἐποχλέως,,,,,0
39785,ε13710,ἑπτακαιδεκάπους,n,----------,,,,,,0
39786,ε13711,ἑπτακαιδεκαταῖος,a,aps---mn1-,ἑπτακαιδεκαταῖος ἑπτακαιδεκαταῖα ἑπτακαιδεκαταῖον,,,,,0
39787,ε13712,ἑπτακαιδέκατος,a,aps---mn1-,ἑπτακαιδέκατος ἑπτακαιδεκάτη ἑπτακαιδέκατον,,,,,0
39789,ε13714,ἑπτακαιεικοσαέτης,a,aps---cn3s,ἑπτακαιεικοσαέτης ἑπτακαιεικοσαέτης ἑπτακαιεικοσαέτες,,,,,0
39790,ε13715,ἑπτακαιεικοσαπλάσιος,a,aps---cn2-,ἑπτακαιεικοσαπλάσιος ἑπτακαιεικοσαπλάσιος ἑπτακαιεικοσαπλάσιον,,,,,0
39791,ε13716,ἑπτακαιεικοσέτης,a,aps---cn3s,ἑπτακαιεικοσέτης ἑπτακαιεικοσέτης ἑπτακαιεικοσέτες,,,,,0
39792,ε13717,ἑπτακαιεικοσιμόριος,a,aps---cn2-,ἑπτακαιεικοσιμόριος ἑπτακαιεικοσιμόριος ἑπτακαιεικοσιμόριον,,,,,0
39794,ε13719,ἑπτακάτιοι,n,----------,,,,,,0
39795,ε13720,ἑπτάκαυλος,a,aps---cn2-,ἑπτάκαυλος ἑπτάκαυλος ἑπτάκαυλον,,,,,0
39796,ε13721,ἑπτακέφαλος,a,aps---cn2-,ἑπτακέφαλος ἑπτακέφαλος ἑπτακέφαλον,,,,,0
39797,ε13722,ἑπτάκις,r,----------,,,,,,0
39798,ε13723,ἑπτακισμύριοι,n,----------,,,,,,0
39799,ε13724,ἑπτακισχίλιοι,n,----------,,,,,,0
39800,ε13725,ἑπτάκλινος,a,aps---cn2-,ἑπτάκλινος ἑπτάκλινος ἑπτάκλινον,,,,,0
39801,ε13726,ἑπτακόσιοι,n,----------,,,,,,0
39802,ε13727,ἑπτακοσιοστός,a,aps---mn1-,ἑπτακοσιοστός ἑπτακοσιοστή ἑπτακοσιοστόν,,,,,0
39803,ε13728,ἑπτακότυλος,a,aps---cn2-,ἑπτακότυλος ἑπτακότυλος ἑπτακότυλον,,,,,0
39804,ε13729,ἑπτάκτις,n,----------,,,,,,0
39805,ε13730,ἑπτάκτυπος,a,aps---cn2-,ἑπτάκτυπος ἑπτάκτυπος ἑπτάκτυπον,,,,,0
39806,ε13731,ἑπτάκωλος,a,aps---cn2-,ἑπτάκωλος ἑπτάκωλος ἑπτάκωλον,,,,,0
39807,ε13732,ἑπτάλοβος,a,aps---cn2-,ἑπτάλοβος ἑπτάλοβος ἑπτάλοβον,,,,,0
39808,ε13733,ἑπτάλογχος,a,aps---cn2-,ἑπτάλογχος ἑπτάλογχος ἑπτάλογχον,,,,,0
39809,ε13734,ἑπταλόφιον,n,----------,,,,,,0
39810,ε13735,ἑπτάλοφος,a,aps---cn2-,ἑπτάλοφος ἑπτάλοφος ἑπτάλοφον,,,,,0
39811,ε13736,ἑπταμελής,a,aps---cn5s,ἑπταμελής ἑπταμελής ἑπταμελές,,,,,0
39812,ε13737,ἑπταμερής,a,aps---cn5s,ἑπταμερής ἑπταμερής ἑπταμερές,,,/hep.ta.me.rɛ̌ːs/,,0
39813,ε13738,ἑπταμέριον,n,n-s---nn2-,ἑπταμερίου,,,,,0
39814,ε13739,ἑπταμήκης,n,----------,,,,,,0
39817,ε13742,ἑπταμήτωρ,n,n-s---fn3r,ἑπταμήτορος,,,,,0
39818,ε13743,ἑπτάμιτος,a,aps---cn2-,ἑπτάμιτος ἑπτάμιτος ἑπτάμιτον,,,,,0
39819,ε13744,ἑπταμναῖος,a,aps---mn1-,ἑπταμναῖος ἑπταμναῖα ἑπταμναῖον,,,,,0
39820,ε13745,ἑπταμοιρία,n,n-s---fn1l,ἑπταμοιρίας,,,,,0
39821,ε13746,ἑπταμόριον,n,n-s---nn2-,ἑπταμορίου,,,,,0
39822,ε13747,ἑπτάμυξος,a,aps---cn2-,ἑπτάμυξος ἑπτάμυξος ἑπτάμυξον,,,,,0
39784,ε13709,ἑπτακαιδεκάπηχυς,a,aps---cn5u,ἑπτακαιδεκάπηχυς ἑπτακαιδεκάπηχυς ἑπτακαιδεκάπηχυ,,,,,0
39825,ε13750,ἑπταόριον,n,n-s---nn2-,ἑπταορίου,,,,,0
39826,ε13752,ἑπταούγκιον,n,n-s---nn2-,ἑπταουγκίου,,,,,0
39828,ε13754,ἑπταπέλεθρος,a,aps---cn2-,ἑπταπέλεθρος ἑπταπέλεθρος ἑπταπέλεθρον,,,,,0
39829,ε13755,ἑπτάπηχυς,a,----------,,,,,,0
39831,ε13757,ἑπταπλασιάζω,v,----------,,,,,,0
39832,ε13758,ἑπταπλασιέφεκτος,n,----------,,,,,,0
39833,ε13759,ἑπταπλάσιος,a,aps---mn1-,ἑπταπλάσιος ἑπταπλάσια ἑπταπλάσιον,,,,,0
39834,ε13760,ἑπταπλασίων,a,aps---cn3n,ἑπταπλασίων ἑπταπλασίων ἑπταπλασίον,,,,,0
39835,ε13761,ἑπτάπλευρος,a,aps---cn2-,ἑπτάπλευρος ἑπτάπλευρος ἑπτάπλευρον,,,,,0
39836,ε13762,ἑπταπλόος,a,----------,,,,,,0
39837,ε13763,ἑπταπόδης,n,----------,,,,,,0
39838,ε13764,ἑπτάπολις,n,----------,,,,,,0
39840,ε13766,ἑπτάπους,n,----------,,,,,,0
39841,ε13767,ἑπτάπτυχος,a,aps---cn2-,ἑπτάπτυχος ἑπτάπτυχος ἑπτάπτυχον,,,,,0
39842,ε13768,ἑπτάπυλος,a,aps---cn2-,ἑπτάπυλος ἑπτάπυλος ἑπτάπυλον,,,,,0
39843,ε13769,ἑπτάπυργος,a,aps---cn2-,ἑπτάπυργος ἑπτάπυργος ἑπτάπυργον,,,,,0
39844,ε13770,ἑπτάπυρος,a,aps---cn2-,ἑπτάπυρος ἑπτάπυρος ἑπτάπυρον,,,,,0
39845,ε13771,ἑπταρουρικὸς,n,----------,,,,,,0
39846,ε13773,ἑπτάρουρος,n,----------,,,,,,0
39847,ε13772,ἑπτάρουρον,n,n-s---nn2-,ἑπταρούρου,,,,,0
39849,ε13775,ἑπτάς,n,n-s---fn3d,ἑπτάδος,,,,,0
39850,ε13776,ἑπτάσημος,a,aps---cn2-,ἑπτάσημος ἑπτάσημος ἑπτάσημον,,,,,0
39851,ε13777,ἑπταστάδιος,a,aps---cn2-,ἑπταστάδιος ἑπταστάδιος ἑπταστάδιον,,,,,0
39852,ε13778,ἑπτάστερος,a,aps---cn2-,ἑπτάστερος ἑπτάστερος ἑπτάστερον,,,,,0
39853,ε13779,ἑπτάστομος,a,aps---cn2-,ἑπτάστομος ἑπτάστομος ἑπτάστομον,,,,,0
39855,ε13781,ἑπτατειχεῖς,n,----------,,,,,,0
39856,ε13782,ἑπτάτευχος,n,----------,,,,,,0
39857,ε13783,ἑπτάτονος,a,aps---cn2-,ἑπτάτονος ἑπτάτονος ἑπτάτονον,,,,,0
39858,ε13784,ἑπταφαής,a,aps---cn5s,ἑπταφαής ἑπταφαής ἑπταφαές,,,,,0
39859,ε13785,ἑπταφάρμακον,n,n-s---nn2-,ἑπταφαρμάκου,,,,,0
39860,ε13786,ἑπταφεγγής,a,aps---cn5s,ἑπταφεγγής ἑπταφεγγής ἑπταφεγγές,,,,,0
39862,ε13788,ἑπτάφυλλος,a,aps---cn2-,ἑπτάφυλλος ἑπτάφυλλος ἑπτάφυλλον,,,,,0
39863,ε13789,ἑπτάφωνος,a,aps---cn2-,ἑπτάφωνος ἑπτάφωνος ἑπτάφωνον,,,,,0
39864,ε13790,ἕπταχα,r,----------,,,,,,0
39865,ε13791,ἑπτάχορδος,a,aps---cn2-,ἑπτάχορδος ἑπτάχορδος ἑπτάχορδον,,,,,0
39866,ε13792,ἑπτάχους,n,----------,,,,,,0
39867,ε13793,ἑπτάχρονος,a,aps---cn2-,ἑπτάχρονος ἑπτάχρονος ἑπτάχρονον,,,,,0
39868,ε13794,ἑπτάωρος,a,aps---cn2-,ἑπτάωρος ἑπτάωρος ἑπτάωρον,,,,,0
39824,ε13749,ἑπτάνευρον,n,n-s---nn2-,ἑπτανεύρου,,,,,0
39871,ε13799,ἑπτῆμαρ,n,----------,,,,,,0
39872,ε13797,ἑπτήμερος,a,aps---cn2-,ἑπτήμερος ἑπτήμερος ἑπτήμερον,,,,,0
39873,ε13798,ἑπτήρης,a,aps---cn3s,ἑπτήρης ἑπτήρης ἑπτή͂ρες,,,,,0
39874,ε13800,ἑπτορόγυιος,a,aps---cn2-,ἑπτορόγυιος ἑπτορόγυιος ἑπτορόγυιον,,,,,0
39875,ε13801,ἕπτυσχλος,a,----------,,,,,,0
39876,ε13802,ἑπτώροφος,a,aps---cn2-,ἑπτώροφος ἑπτώροφος ἑπτώροφον,,,,,0
39877,ε13803,ἔπυδρος,a,aps---cn2-,ἔπυδρος ἔπυδρος ἔπυδρον,,,,,0
39878,ε13804,ἐπύλλιον,n,n-s---nn--,ἐπυλλίου,,,,,0
39879,ε13807,ἔπω,v,----------,,,,,,0
39880,ε13808,ἕπω,r,----------,,,,,,0
39881,ε13809,ἕπω,v,----------,,,,,,0
39883,ε09738,ἐπῳάζω,v,----------,,,,,,0
39884,ε10209,ἐπῴασις,n,n-s---fn3v,ἐπῳασέως,,,,,0
39885,ε10215,ἐπῳασμός,n,----------,,,,,,0
39887,ε13810,ἐπωβελία,n,n-s---fn1l,ἐπωβελίας,,,,,0
